feature
FCT_Bias_Change_Rate_Modified@20
FCT_Bias_Change_Rate_Modified@300
FCT_Bias_Change_Rate_Modified@50
FCT_Bias_Change_Rate_Modified@80
FCT_Bias_Ref_Modified@10
FCT_Bias_Ref_Modified@100
FCT_Bias_Ref_Modified@120
FCT_Bias_Ref_Modified@180
FCT_Bias_Ref_Modified@20
FCT_Bias_Ref_Modified@300
FCT_Bias_Ref_Modified@50
FCT_Bias_Ref_Modified@80
FCT_Boll_1@10
FCT_Boll_1@100
FCT_Boll_1@120
FCT_Boll_1@180
FCT_Boll_1@20
FCT_Boll_1@300
FCT_Boll_1@50
FCT_Boll_1@80
FCT_Boll_Vol_Dfive@100_1_5
FCT_Boll_Vol_Dfive@10_1_5
FCT_Boll_Vol_Dfive@120_1_5
FCT_Boll_Vol_Dfive@180_1_5
FCT_Boll_Vol_Dfive@20_1_5
FCT_Boll_Vol_Dfive@300_1_5
FCT_Boll_Vol_Dfive@50_1_5
FCT_Boll_Vol_Dfive@80_1_5
FCT_Br_1@10
FCT_Br_1@100
FCT_Br_1@120
FCT_Br_1@180
FCT_Br_1@20
FCT_Br_1@300
FCT_Br_1@50
FCT_Br_1@80
FCT_Br_Atr_Dfive@100_1_5
FCT_Br_Atr_Dfive@10_1_5
FCT_Br_Atr_Dfive@120_1_5
FCT_Br_Atr_Dfive@180_1_5
FCT_Br_Atr_Dfive@20_1_5
FCT_Br_Atr_Dfive@300_1_5
FCT_Br_Atr_Dfive@50_1_5
FCT_Br_Atr_Dfive@80_1_5
FCT_Break_H_L_Rate_1@10
FCT_Break_H_L_Rate_1@100
FCT_Break_H_L_Rate_1@120
FCT_Break_H_L_Rate_1@180
FCT_Break_H_L_Rate_1@20
FCT_Break_H_L_Rate_1@300
FCT_Break_H_L_Rate_1@50
FCT_Break_H_L_Rate_1@80
FCT_Break_H_L_With_R_1@100_200
FCT_Break_H_L_With_R_1@10_200
FCT_Break_H_L_With_R_1@120_200
FCT_Break_H_L_With_R_1@180_200
FCT_Break_H_L_With_R_1@20_200
FCT_Break_H_L_With_R_1@300_200
FCT_Break_H_L_With_R_1@50_200
FCT_Break_H_L_With_R_1@80_200
FCT_Break_H_Rate_1@10
FCT_Break_H_Rate_1@100
FCT_Break_H_Rate_1@120
FCT_Break_H_Rate_1@180
FCT_Break_H_Rate_1@20
FCT_Break_H_Rate_1@300
FCT_Break_H_Rate_1@50
FCT_Break_H_Rate_1@80
FCT_Break_H_With_R_1@100_200
FCT_Break_H_With_R_1@10_200
FCT_Break_H_With_R_1@120_200
FCT_Break_H_With_R_1@180_200
FCT_Break_H_With_R_1@20_200
FCT_Break_H_With_R_1@300_200
FCT_Break_H_With_R_1@50_200
FCT_Break_H_With_R_1@80_200
FCT_Break_L_Rate_1@10
FCT_Break_L_Rate_1@100
FCT_Break_L_Rate_1@120
FCT_Break_L_Rate_1@180
FCT_Break_L_Rate_1@20
FCT_Break_L_Rate_1@300
FCT_Break_L_Rate_1@50
FCT_Break_L_Rate_1@80
FCT_Break_L_With_R_1@100_200
FCT_Break_L_With_R_1@10_200
FCT_Break_L_With_R_1@120_200
FCT_Break_L_With_R_1@180_200
FCT_Break_L_With_R_1@20_200
FCT_Break_L_With_R_1@300_200
FCT_Break_L_With_R_1@50_200
FCT_Break_L_With_R_1@80_200
FCT_BuySell_T@10
FCT_BuySell_T@100
FCT_BuySell_T@120
FCT_BuySell_T@180
FCT_BuySell_T@20
FCT_BuySell_T@300
FCT_BuySell_T@50
FCT_BuySell_T@80
FCT_Camarilla_Vol_Dfive@100_1_5
FCT_Camarilla_Vol_Dfive@10_1_5
FCT_Camarilla_Vol_Dfive@120_1_5
FCT_Camarilla_Vol_Dfive@180_1_5
FCT_Camarilla_Vol_Dfive@20_1_5
FCT_Camarilla_Vol_Dfive@300_1_5
FCT_Camarilla_Vol_Dfive@50_1_5
FCT_Camarilla_Vol_Dfive@80_1_5
FCT_Cci@10
FCT_Cci@100
FCT_Cci@120
FCT_Cci@180
FCT_Cci@20
FCT_Cci@300
FCT_Cci@50
FCT_Cci@80
FCT_Close_0_1@10_200
FCT_Close_1_1@10_200
FCT_Close_1_1_1@10_200
FCT_Cmf_1@10
FCT_Cmf_1@100
FCT_Cmf_1@120
FCT_Cmf_1@180
FCT_Cmf_1@20
FCT_Cmf_1@300
FCT_Cmf_1@50
FCT_Cmf_1@80
FCT_Cr_1@10
FCT_Cr_1@100
FCT_Cr_1@120
FCT_Cr_1@180
FCT_Cr_1@20
FCT_Cr_1@300
FCT_Cr_1@50
FCT_Cr_1@80
FCT_Cr_Atr_Dfive@100_1_5
FCT_Cr_Atr_Dfive@10_1_5
FCT_Cr_Atr_Dfive@120_1_5
FCT_Cr_Atr_Dfive@180_1_5
FCT_Cr_Atr_Dfive@20_1_5
FCT_Cr_Atr_Dfive@300_1_5
FCT_Cr_Atr_Dfive@50_1_5
FCT_Cr_Atr_Dfive@80_1_5
FCT_Cr_Vol_Dfive@100_1_5
FCT_Cr_Vol_Dfive@10_1_5
FCT_Cr_Vol_Dfive@120_1_5
FCT_Cr_Vol_Dfive@180_1_5
FCT_Cr_Vol_Dfive@20_1_5
FCT_Cr_Vol_Dfive@300_1_5
FCT_Cr_Vol_Dfive@50_1_5
FCT_Cr_Vol_Dfive@80_1_5
FCT_Dbcd@100_200
FCT_Dbcd@10_200
FCT_Dbcd@120_200
FCT_Dbcd@180_200
FCT_Dbcd@20_200
FCT_Dbcd@300_200
FCT_Dbcd@50_200
FCT_Dbcd@80_200
FCT_Demark_Atr_Dfive@100_1_5
FCT_Demark_Atr_Dfive@10_1_5
FCT_Demark_Atr_Dfive@120_1_5
FCT_Demark_Atr_Dfive@180_1_5
FCT_Demark_Atr_Dfive@20_1_5
FCT_Demark_Atr_Dfive@300_1_5
FCT_Demark_Atr_Dfive@50_1_5
FCT_Demark_Atr_Dfive@80_1_5
FCT_Demark_Ref_1@10
FCT_Demark_Ref_1@100
FCT_Demark_Ref_1@120
FCT_Demark_Ref_1@180
FCT_Demark_Ref_1@20
FCT_Demark_Ref_1@300
FCT_Demark_Ref_1@50
FCT_Demark_Ref_1@80
FCT_Demark_Vol_Dfive@100_1_5
FCT_Demark_Vol_Dfive@10_1_5
FCT_Demark_Vol_Dfive@120_1_5
FCT_Demark_Vol_Dfive@180_1_5
FCT_Demark_Vol_Dfive@20_1_5
FCT_Demark_Vol_Dfive@300_1_5
FCT_Demark_Vol_Dfive@50_1_5
FCT_Demark_Vol_Dfive@80_1_5
FCT_Dmi_Adx@10
FCT_Dmi_Adx@100
FCT_Dmi_Adx@120
FCT_Dmi_Adx@180
FCT_Dmi_Adx@20
FCT_Dmi_Adx@300
FCT_Dmi_Adx@50
FCT_Dmi_Adx@80
FCT_Dmi_Adxr@10
FCT_Dmi_Adxr@100
FCT_Dmi_Adxr@120
FCT_Dmi_Adxr@180
FCT_Dmi_Adxr@20
FCT_Dmi_Adxr@300
FCT_Dmi_Adxr@50
FCT_Dmi_Adxr@80
FCT_Donchian_Vol_Dfive@100_1_5
FCT_Donchian_Vol_Dfive@10_1_5
FCT_Donchian_Vol_Dfive@120_1_5
FCT_Donchian_Vol_Dfive@180_1_5
FCT_Donchian_Vol_Dfive@20_1_5
FCT_Donchian_Vol_Dfive@300_1_5
FCT_Donchian_Vol_Dfive@50_1_5
FCT_Donchian_Vol_Dfive@80_1_5
FCT_H_LDirection_0_1@
FCT_H_LDirection_1_1@
FCT_H_LDirection_2_1@
FCT_H_L_Volatility_k1_1@100_200
FCT_H_L_Volatility_k1_1@10_200
FCT_H_L_Volatility_k1_1@120_200
FCT_H_L_Volatility_k1_1@180_200
FCT_H_L_Volatility_k1_1@20_200
FCT_H_L_Volatility_k1_1@300_200
FCT_H_L_Volatility_k1_1@50_200
FCT_H_L_Volatility_k1_1@80_200
FCT_H_L_Volatility_k2@100_200
FCT_H_L_Volatility_k2@10_200
FCT_H_L_Volatility_k2@120_200
FCT_H_L_Volatility_k2@180_200
FCT_H_L_Volatility_k2@20_200
FCT_H_L_Volatility_k2@300_200
FCT_H_L_Volatility_k2@50_200
FCT_H_L_Volatility_k2@80_200
FCT_H_Sub_L_0_1@
FCT_H_Sub_L_1_1@
FCT_H_Sub_L_2_1@
FCT_Kdj_J@10
FCT_Kdj_J@100
FCT_Kdj_J@120
FCT_Kdj_J@180
FCT_Kdj_J@20
FCT_Kdj_J@300
FCT_Kdj_J@50
FCT_Kdj_J@80
FCT_Macd_Ref_1@10
FCT_Macd_Ref_1@100
FCT_Macd_Ref_1@120
FCT_Macd_Ref_1@180
FCT_Macd_Ref_1@20
FCT_Macd_Ref_1@300
FCT_Macd_Ref_1@50
FCT_Macd_Ref_1@80
FCT_Macd_Vol_Dfive@100_1_5
FCT_Macd_Vol_Dfive@10_1_5
FCT_Macd_Vol_Dfive@120_1_5
FCT_Macd_Vol_Dfive@180_1_5
FCT_Macd_Vol_Dfive@20_1_5
FCT_Macd_Vol_Dfive@300_1_5
FCT_Macd_Vol_Dfive@50_1_5
FCT_Macd_Vol_Dfive@80_1_5
FCT_Mfi_1@10
FCT_Mfi_1@100
FCT_Mfi_1@120
FCT_Mfi_1@180
FCT_Mfi_1@20
FCT_Mfi_1@300
FCT_Mfi_1@50
FCT_Mfi_1@80
FCT_Mfi_Ref_1@10
FCT_Mfi_Ref_1@100
FCT_Mfi_Ref_1@120
FCT_Mfi_Ref_1@180
FCT_Mfi_Ref_1@20
FCT_Mfi_Ref_1@300
FCT_Mfi_Ref_1@50
FCT_Mfi_Ref_1@80
FCT_Mfi_Vol_Dfive@100_1_5
FCT_Mfi_Vol_Dfive@10_1_5
FCT_Mfi_Vol_Dfive@120_1_5
FCT_Mfi_Vol_Dfive@180_1_5
FCT_Mfi_Vol_Dfive@20_1_5
FCT_Mfi_Vol_Dfive@300_1_5
FCT_Mfi_Vol_Dfive@50_1_5
FCT_Mfi_Vol_Dfive@80_1_5
FCT_Mom_1@10
FCT_Mom_1@100
FCT_Mom_1@120
FCT_Mom_1@180
FCT_Mom_1@20
FCT_Mom_1@300
FCT_Mom_1@50
FCT_Mom_1@80
FCT_Mom_Ls_Diff_1@10
FCT_Mom_Ls_Diff_1@100
FCT_Mom_Ls_Diff_1@120
FCT_Mom_Ls_Diff_1@180
FCT_Mom_Ls_Diff_1@20
FCT_Mom_Ls_Diff_1@300
FCT_Mom_Ls_Diff_1@50
FCT_Mom_Ls_Diff_1@80
FCT_Momentum_Atr_Dfive@100_1_5
FCT_Momentum_Atr_Dfive@10_1_5
FCT_Momentum_Atr_Dfive@120_1_5
FCT_Momentum_Atr_Dfive@180_1_5
FCT_Momentum_Atr_Dfive@20_1_5
FCT_Momentum_Atr_Dfive@300_1_5
FCT_Momentum_Atr_Dfive@50_1_5
FCT_Momentum_Atr_Dfive@80_1_5
FCT_Momentum_Ref_1@10
FCT_Momentum_Ref_1@100
FCT_Momentum_Ref_1@120
FCT_Momentum_Ref_1@180
FCT_Momentum_Ref_1@20
FCT_Momentum_Ref_1@300
FCT_Momentum_Ref_1@50
FCT_Momentum_Ref_1@80
FCT_Momentum_Vol_Dfive@100_1_5
FCT_Momentum_Vol_Dfive@10_1_5
FCT_Momentum_Vol_Dfive@120_1_5
FCT_Momentum_Vol_Dfive@180_1_5
FCT_Momentum_Vol_Dfive@20_1_5
FCT_Momentum_Vol_Dfive@300_1_5
FCT_Momentum_Vol_Dfive@50_1_5
FCT_Momentum_Vol_Dfive@80_1_5
FCT_Open_1_1@100_200
FCT_Open_1_1@10_200
FCT_Open_1_1@120_200
FCT_Open_1_1@180_200
FCT_Open_1_1@20_200
FCT_Open_1_1@300_200
FCT_Open_1_1@50_200
FCT_Open_1_1@80_200
FCT_Point_B_A_Cp_1@10
FCT_Point_B_A_Cp_1@100
FCT_Point_B_A_Cp_1@120
FCT_Point_B_A_Cp_1@180
FCT_Point_B_A_Cp_1@20
FCT_Point_B_A_Cp_1@300
FCT_Point_B_A_Cp_1@50
FCT_Point_B_A_Cp_1@80
FCT_PriceOfVol@100_200
FCT_PriceOfVol@10_200
FCT_PriceOfVol@120_200
FCT_PriceOfVol@180_200
FCT_PriceOfVol@20_200
FCT_PriceOfVol@300_200
FCT_PriceOfVol@50_200
FCT_PriceOfVol@80_200
FCT_Pubu_1@10
FCT_Pubu_1@100
FCT_Pubu_1@120
FCT_Pubu_1@180
FCT_Pubu_1@20
FCT_Pubu_1@300
FCT_Pubu_1@50
FCT_Pubu_1@80
FCT_Pubu_Atr_Dfive@100_1_5
FCT_Pubu_Atr_Dfive@10_1_5
FCT_Pubu_Atr_Dfive@120_1_5
FCT_Pubu_Atr_Dfive@180_1_5
FCT_Pubu_Atr_Dfive@20_1_5
FCT_Pubu_Atr_Dfive@300_1_5
FCT_Pubu_Atr_Dfive@50_1_5
FCT_Pubu_Atr_Dfive@80_1_5
FCT_Pubu_Ref_1@10
FCT_Pubu_Ref_1@100
FCT_Pubu_Ref_1@120
FCT_Pubu_Ref_1@180
FCT_Pubu_Ref_1@20
FCT_Pubu_Ref_1@300
FCT_Pubu_Ref_1@50
FCT_Pubu_Ref_1@80
FCT_Pubu_Vol_Dfive@100_1_5
FCT_Pubu_Vol_Dfive@10_1_5
FCT_Pubu_Vol_Dfive@120_1_5
FCT_Pubu_Vol_Dfive@180_1_5
FCT_Pubu_Vol_Dfive@20_1_5
FCT_Pubu_Vol_Dfive@300_1_5
FCT_Pubu_Vol_Dfive@50_1_5
FCT_Pubu_Vol_Dfive@80_1_5
FCT_R_Div_RStd@10
FCT_R_Div_RStd@100
FCT_R_Div_RStd@120
FCT_R_Div_RStd@180
FCT_R_Div_RStd@20
FCT_R_Div_RStd@300
FCT_R_Div_RStd@50
FCT_R_Div_RStd@80
FCT_Return_Cumsum_1@10
FCT_Return_Cumsum_1@100
FCT_Return_Cumsum_1@120
FCT_Return_Cumsum_1@180
FCT_Return_Cumsum_1@20
FCT_Return_Cumsum_1@300
FCT_Return_Cumsum_1@50
FCT_Return_Cumsum_1@80
FCT_Sdrm_1@10
FCT_Sdrm_1@100
FCT_Sdrm_1@120
FCT_Sdrm_1@180
FCT_Sdrm_1@20
FCT_Sdrm_1@300
FCT_Sdrm_1@50
FCT_Sdrm_1@80
FCT_Sdrm_Atr_Dfive@100_1_5
FCT_Sdrm_Atr_Dfive@10_1_5
FCT_Sdrm_Atr_Dfive@120_1_5
FCT_Sdrm_Atr_Dfive@180_1_5
FCT_Sdrm_Atr_Dfive@20_1_5
FCT_Sdrm_Atr_Dfive@300_1_5
FCT_Sdrm_Atr_Dfive@50_1_5
FCT_Sdrm_Atr_Dfive@80_1_5
FCT_Si@100_200
FCT_Si@10_200
FCT_Si@120_200
FCT_Si@180_200
FCT_Si@20_200
FCT_Si@300_200
FCT_Si@50_200
FCT_Si@80_200
FCT_Srmi@100_200
FCT_Srmi@10_200
FCT_Srmi@120_200
FCT_Srmi@180_200
FCT_Srmi@20_200
FCT_Srmi@300_200
FCT_Srmi@50_200
FCT_Srmi@80_200
FCT_Support_Close_Thr_1@100_100
FCT_Support_Close_Thr_1@10_100
FCT_Support_Close_Thr_1@120_100
FCT_Support_Close_Thr_1@180_100
FCT_Support_Close_Thr_1@20_100
FCT_Support_Close_Thr_1@300_100
FCT_Support_Close_Thr_1@50_100
FCT_Support_Close_Thr_1@80_100
FCT_Support_Close_Thr_Boll_1@100_100
FCT_Support_Close_Thr_Boll_1@10_100
FCT_Support_Close_Thr_Boll_1@120_100
FCT_Support_Close_Thr_Boll_1@180_100
FCT_Support_Close_Thr_Boll_1@20_100
FCT_Support_Close_Thr_Boll_1@300_100
FCT_Support_Close_Thr_Boll_1@50_100
FCT_Support_Close_Thr_Boll_1@80_100
FCT_TSI_Ref_1@10
FCT_TSI_Ref_1@100
FCT_TSI_Ref_1@120
FCT_TSI_Ref_1@180
FCT_TSI_Ref_1@20
FCT_TSI_Ref_1@300
FCT_TSI_Ref_1@50
FCT_TSI_Ref_1@80
FCT_Tsi_1@10
FCT_Tsi_1@100
FCT_Tsi_1@120
FCT_Tsi_1@180
FCT_Tsi_1@20
FCT_Tsi_1@300
FCT_Tsi_1@50
FCT_Tsi_1@80
FCT_Tsi_Atr_Dfive@100_1_5
FCT_Tsi_Atr_Dfive@10_1_5
FCT_Tsi_Atr_Dfive@120_1_5
FCT_Tsi_Atr_Dfive@180_1_5
FCT_Tsi_Atr_Dfive@20_1_5
FCT_Tsi_Atr_Dfive@300_1_5
FCT_Tsi_Atr_Dfive@50_1_5
FCT_Tsi_Atr_Dfive@80_1_5
FCT_Tsi_Vol_Dfive@100_1_5
FCT_Tsi_Vol_Dfive@10_1_5
FCT_Tsi_Vol_Dfive@120_1_5
FCT_Tsi_Vol_Dfive@180_1_5
FCT_Tsi_Vol_Dfive@20_1_5
FCT_Tsi_Vol_Dfive@300_1_5
FCT_Tsi_Vol_Dfive@50_1_5
FCT_Tsi_Vol_Dfive@80_1_5
FCT_Two_Bar_State@
FCT_Vol_Close_Corr_1@10
FCT_Vol_Close_Corr_1@100
FCT_Vol_Close_Corr_1@120
FCT_Vol_Close_Corr_1@180
FCT_Vol_Close_Corr_1@20
FCT_Vol_Close_Corr_1@300
FCT_Vol_Close_Corr_1@50
FCT_Vol_Close_Corr_1@80
FCT_Vol_Cumsum_1@10
FCT_Vol_Cumsum_1@100
FCT_Vol_Cumsum_1@120
FCT_Vol_Cumsum_1@180
FCT_Vol_Cumsum_1@20
FCT_Vol_Cumsum_1@300
FCT_Vol_Cumsum_1@50
FCT_Vol_Cumsum_1@80
FCT_Vol_DFive_1@100_1_5
FCT_Vol_DFive_1@10_1_5
FCT_Vol_DFive_1@120_1_5
FCT_Vol_DFive_1@180_1_5
FCT_Vol_DFive_1@20_1_5
FCT_Vol_DFive_1@300_1_5
FCT_Vol_DFive_1@50_1_5
FCT_Vol_DFive_1@80_1_5
FCT_Vol_Return_Corr_1@10
FCT_Vol_Return_Corr_1@100
FCT_Vol_Return_Corr_1@120
FCT_Vol_Return_Corr_1@180
FCT_Vol_Return_Corr_1@20
FCT_Vol_Return_Corr_1@300
FCT_Vol_Return_Corr_1@50
FCT_Vol_Return_Corr_1@80
FCT_Vr@10
FCT_Vr@100
FCT_Vr@120
FCT_Vr@180
FCT_Vr@20
FCT_Vr@300
FCT_Vr@50
FCT_Vr@80
