feature
FCT_Ac_Tr_1@10
FCT_Ac_Tr_1@100
FCT_Ac_Tr_1@120
FCT_Ac_Tr_1@180
FCT_Ac_Tr_1@20
FCT_Ac_Tr_1@300
FCT_Ac_Tr_1@50
FCT_Ac_Tr_1@80
FCT_Ac_Vol_Dfive@100_1_5
FCT_Ac_Vol_Dfive@10_1_5
FCT_Ac_Vol_Dfive@120_1_5
FCT_Ac_Vol_Dfive@180_1_5
FCT_Ac_Vol_Dfive@20_1_5
FCT_Ac_Vol_Dfive@300_1_5
FCT_Ac_Vol_Dfive@50_1_5
FCT_Ac_Vol_Dfive@80_1_5
FCT_Ar_1@10
FCT_Ar_1@100
FCT_Ar_1@120
FCT_Ar_1@180
FCT_Ar_1@20
FCT_Ar_1@300
FCT_Ar_1@50
FCT_Ar_1@80
FCT_Avg_Amt_Small_Count_1@10_5_200
FCT_Avg_Amt_Small_Count_1@20_10_200
FCT_Avg_Amt_T_Count_1@10_5_200
FCT_Avg_Amt_T_Count_1@20_10_200
FCT_BarCv_1@100_200
FCT_BarCv_1@10_200
FCT_BarCv_1@120_200
FCT_BarCv_1@180_200
FCT_BarCv_1@20_200
FCT_BarCv_1@300_200
FCT_BarCv_1@50_200
FCT_BarCv_1@80_200
FCT_BarEntityRate_Vol_Dfive@100_1_5
FCT_BarEntityRate_Vol_Dfive@10_1_5
FCT_BarEntityRate_Vol_Dfive@120_1_5
FCT_BarEntityRate_Vol_Dfive@180_1_5
FCT_BarEntityRate_Vol_Dfive@20_1_5
FCT_BarEntityRate_Vol_Dfive@300_1_5
FCT_BarEntityRate_Vol_Dfive@50_1_5
FCT_BarEntityRate_Vol_Dfive@80_1_5
FCT_Bar_Rolling_Volume_Sum@10
FCT_Bar_Rolling_Volume_Sum@100
FCT_Bar_Rolling_Volume_Sum@120
FCT_Bar_Rolling_Volume_Sum@180
FCT_Bar_Rolling_Volume_Sum@20
FCT_Bar_Rolling_Volume_Sum@300
FCT_Bar_Rolling_Volume_Sum@50
FCT_Bar_Rolling_Volume_Sum@80
FCT_Barentity_Ref@10
FCT_Barentity_Ref@100
FCT_Barentity_Ref@120
FCT_Barentity_Ref@180
FCT_Barentity_Ref@20
FCT_Barentity_Ref@300
FCT_Barentity_Ref@50
FCT_Barentity_Ref@80
FCT_Bias_1@10
FCT_Bias_1@100
FCT_Bias_1@120
FCT_Bias_1@180
FCT_Bias_1@20
FCT_Bias_1@300
FCT_Bias_1@50
FCT_Bias_1@80
FCT_Bias_Atr_Dfive@100_1_5
FCT_Bias_Atr_Dfive@10_1_5
FCT_Bias_Atr_Dfive@120_1_5
FCT_Bias_Atr_Dfive@180_1_5
FCT_Bias_Atr_Dfive@20_1_5
FCT_Bias_Atr_Dfive@300_1_5
FCT_Bias_Atr_Dfive@50_1_5
FCT_Bias_Atr_Dfive@80_1_5
FCT_Bias_Change_Rate_Modified@10
FCT_Bias_Change_Rate_Modified@100
FCT_Bias_Change_Rate_Modified@120
FCT_Bias_Change_Rate_Modified@180
