underlying_symbol,datetime,trading_date,dominant_id,open,close,high,low,total_turnover,volume,open_interest
CJ,2019-04-30 10:55:00,2019-04-30,CJ1912,8815.0,8810.0,8830.0,8800.0,0,9900.0,64046.0
CJ,2019-04-30 11:00:00,2019-04-30,CJ1912,8810.0,8870.0,8875.0,8805.0,0,18540.0,63792.0
CJ,2019-04-30 11:05:00,2019-04-30,CJ1912,8870.0,8845.0,8870.0,8825.0,0,18150.0,64260.0
CJ,2019-04-30 11:10:00,2019-04-30,CJ1912,8840.0,8845.0,8870.0,8830.0,0,9964.0,65118.0
CJ,2019-04-30 11:15:00,2019-04-30,CJ1912,8845.0,8820.0,8860.0,8815.0,0,13300.0,64966.0
CJ,2019-04-30 11:20:00,2019-04-30,CJ1912,8820.0,8835.0,8845.0,8815.0,0,7902.0,65442.0
CJ,2019-04-30 11:25:00,2019-04-30,CJ1912,8830.0,8835.0,8860.0,8825.0,0,9238.0,64814.0
CJ,2019-04-30 11:30:00,2019-04-30,CJ1912,8835.0,8830.0,8850.0,8825.0,0,9560.0,63348.0
CJ,2019-04-30 13:35:00,2019-04-30,CJ1912,8830.0,8800.0,8845.0,8795.0,0,16830.0,63672.0
CJ,2019-04-30 13:40:00,2019-04-30,CJ1912,8805.0,8810.0,8820.0,8800.0,0,7940.0,64422.0
CJ,2019-04-30 13:45:00,2019-04-30,CJ1912,8810.0,8815.0,8835.0,8805.0,0,7480.0,64908.0
CJ,2019-04-30 13:50:00,2019-04-30,CJ1912,8815.0,8825.0,8835.0,8815.0,0,9370.0,65178.0
CJ,2019-04-30 13:55:00,2019-04-30,CJ1912,8830.0,8810.0,8830.0,8810.0,0,4974.0,64610.0
CJ,2019-04-30 14:00:00,2019-04-30,CJ1912,8810.0,8820.0,8825.0,8810.0,0,5178.0,64618.0
CJ,2019-04-30 14:05:00,2019-04-30,CJ1912,8820.0,8825.0,8835.0,8820.0,0,6558.0,63210.0
CJ,2019-04-30 14:10:00,2019-04-30,CJ1912,8825.0,8830.0,8830.0,8815.0,0,3052.0,63204.0
CJ,2019-04-30 14:15:00,2019-04-30,CJ1912,8825.0,8850.0,8855.0,8825.0,0,11918.0,62768.0
CJ,2019-04-30 14:20:00,2019-04-30,CJ1912,8850.0,8840.0,8850.0,8825.0,0,7584.0,61722.0
CJ,2019-04-30 14:25:00,2019-04-30,CJ1912,8835.0,8830.0,8840.0,8830.0,0,2418.0,61366.0
CJ,2019-04-30 14:30:00,2019-04-30,CJ1912,8830.0,8835.0,8840.0,8830.0,0,2542.0,60904.0
CJ,2019-04-30 14:35:00,2019-04-30,CJ1912,8835.0,8835.0,8840.0,8830.0,0,2882.0,60220.0
CJ,2019-04-30 14:40:00,2019-04-30,CJ1912,8835.0,8845.0,8850.0,8835.0,0,6308.0,58684.0
CJ,2019-04-30 14:45:00,2019-04-30,CJ1912,8840.0,8810.0,8865.0,8785.0,0,34886.0,55244.0
CJ,2019-04-30 14:50:00,2019-04-30,CJ1912,8805.0,8805.0,8815.0,8795.0,0,9482.0,55324.0
CJ,2019-04-30 14:55:00,2019-04-30,CJ1912,8805.0,8820.0,8850.0,8800.0,0,18014.0,50912.0
CJ,2019-04-30 15:00:00,2019-04-30,CJ1912,8825.0,8840.0,8845.0,8820.0,0,19792.0,41118.0
CJ,2019-05-06 09:05:00,2019-05-06,CJ1912,8820.0,8815.0,8900.0,8770.0,0,23782.0,44192.0
CJ,2019-05-06 09:10:00,2019-05-06,CJ1912,8815.0,8845.0,8845.0,8805.0,0,9478.0,45524.0
CJ,2019-05-06 09:15:00,2019-05-06,CJ1912,8845.0,8850.0,8855.0,8830.0,0,7584.0,47294.0
CJ,2019-05-06 09:20:00,2019-05-06,CJ1912,8855.0,8840.0,8855.0,8835.0,0,3976.0,47904.0
CJ,2019-05-06 09:25:00,2019-05-06,CJ1912,8840.0,8850.0,8860.0,8835.0,0,5112.0,48526.0
CJ,2019-05-06 09:30:00,2019-05-06,CJ1912,8845.0,8855.0,8865.0,8835.0,0,4914.0,49050.0
CJ,2019-05-06 09:35:00,2019-05-06,CJ1912,8855.0,8855.0,8860.0,8840.0,0,3184.0,49392.0
CJ,2019-05-06 09:40:00,2019-05-06,CJ1912,8855.0,8820.0,8855.0,8800.0,0,10042.0,48436.0
CJ,2019-05-06 09:45:00,2019-05-06,CJ1912,8815.0,8845.0,8845.0,8815.0,0,4644.0,49308.0
CJ,2019-05-06 09:50:00,2019-05-06,CJ1912,8840.0,8845.0,8850.0,8835.0,0,3148.0,50142.0
CJ,2019-05-06 09:55:00,2019-05-06,CJ1912,8845.0,8835.0,8850.0,8830.0,0,1950.0,50130.0
CJ,2019-05-06 10:00:00,2019-05-06,CJ1912,8840.0,8840.0,8845.0,8835.0,0,1338.0,50126.0
CJ,2019-05-06 10:05:00,2019-05-06,CJ1912,8840.0,8840.0,8845.0,8835.0,0,558.0,50152.0
CJ,2019-05-06 10:10:00,2019-05-06,CJ1912,8840.0,8835.0,8845.0,8825.0,0,2748.0,50048.0
CJ,2019-05-06 10:15:00,2019-05-06,CJ1912,8840.0,8845.0,8845.0,8835.0,0,1014.0,50230.0
CJ,2019-05-06 10:35:00,2019-05-06,CJ1912,8840.0,8840.0,8845.0,8835.0,0,1454.0,50318.0
CJ,2019-05-06 10:40:00,2019-05-06,CJ1912,8835.0,8835.0,8840.0,8820.0,0,3820.0,49578.0
CJ,2019-05-06 10:45:00,2019-05-06,CJ1912,8835.0,8830.0,8840.0,8825.0,0,1934.0,49788.0
CJ,2019-05-06 10:50:00,2019-05-06,CJ1912,8830.0,8820.0,8830.0,8810.0,0,4386.0,49472.0
CJ,2019-05-06 10:55:00,2019-05-06,CJ1912,8825.0,8845.0,8850.0,8820.0,0,5548.0,49900.0
CJ,2019-05-06 11:00:00,2019-05-06,CJ1912,8845.0,8835.0,8845.0,8830.0,0,3014.0,49396.0
CJ,2019-05-06 11:05:00,2019-05-06,CJ1912,8835.0,8820.0,8840.0,8820.0,0,3162.0,48402.0
CJ,2019-05-06 11:10:00,2019-05-06,CJ1912,8825.0,8820.0,8830.0,8815.0,0,4932.0,47838.0
CJ,2019-05-06 11:15:00,2019-05-06,CJ1912,8820.0,8825.0,8835.0,8815.0,0,1686.0,47920.0
CJ,2019-05-06 11:20:00,2019-05-06,CJ1912,8825.0,8820.0,8825.0,8815.0,0,2278.0,48534.0
CJ,2019-05-06 11:25:00,2019-05-06,CJ1912,8825.0,8830.0,8840.0,8805.0,0,6374.0,47740.0
CJ,2019-05-06 11:30:00,2019-05-06,CJ1912,8830.0,8820.0,8835.0,8820.0,0,1776.0,47360.0
CJ,2019-05-06 13:35:00,2019-05-06,CJ1912,8820.0,8820.0,8825.0,8815.0,0,2144.0,47992.0
CJ,2019-05-06 13:40:00,2019-05-06,CJ1912,8820.0,8815.0,8820.0,8800.0,0,6316.0,49144.0
CJ,2019-05-06 13:45:00,2019-05-06,CJ1912,8810.0,8815.0,8820.0,8795.0,0,5594.0,49482.0
CJ,2019-05-06 13:50:00,2019-05-06,CJ1912,8820.0,8805.0,8820.0,8800.0,0,3124.0,49652.0
CJ,2019-05-06 13:55:00,2019-05-06,CJ1912,8800.0,8760.0,8810.0,8750.0,0,24542.0,54344.0
CJ,2019-05-06 14:00:00,2019-05-06,CJ1912,8755.0,8770.0,8775.0,8730.0,0,14202.0,56320.0
CJ,2019-05-06 14:05:00,2019-05-06,CJ1912,8765.0,8730.0,8775.0,8710.0,0,17270.0,58432.0
CJ,2019-05-06 14:10:00,2019-05-06,CJ1912,8725.0,8640.0,8730.0,8620.0,0,42610.0,65700.0
CJ,2019-05-06 14:15:00,2019-05-06,CJ1912,8645.0,8650.0,8660.0,8620.0,0,18564.0,68882.0
CJ,2019-05-06 14:20:00,2019-05-06,CJ1912,8655.0,8655.0,8685.0,8645.0,0,17568.0,68560.0
CJ,2019-05-06 14:25:00,2019-05-06,CJ1912,8655.0,8650.0,8670.0,8640.0,0,8634.0,68956.0
CJ,2019-05-06 14:30:00,2019-05-06,CJ1912,8650.0,8655.0,8665.0,8645.0,0,4630.0,69218.0
CJ,2019-05-06 14:35:00,2019-05-06,CJ1912,8650.0,8640.0,8660.0,8630.0,0,7978.0,69462.0
CJ,2019-05-06 14:40:00,2019-05-06,CJ1912,8640.0,8645.0,8655.0,8635.0,0,5526.0,69594.0
CJ,2019-05-06 14:45:00,2019-05-06,CJ1912,8645.0,8645.0,8655.0,8640.0,0,4234.0,69218.0
CJ,2019-05-06 14:50:00,2019-05-06,CJ1912,8645.0,8645.0,8655.0,8635.0,0,5266.0,68714.0
CJ,2019-05-06 14:55:00,2019-05-06,CJ1912,8645.0,8680.0,8715.0,8645.0,0,25050.0,63022.0
CJ,2019-05-06 15:00:00,2019-05-06,CJ1912,8680.0,8665.0,8690.0,8665.0,0,12116.0,57284.0
CJ,2019-05-07 09:05:00,2019-05-07,CJ1912,8710.0,8695.0,8715.0,8665.0,0,18008.0,60050.0
CJ,2019-05-07 09:10:00,2019-05-07,CJ1912,8700.0,8685.0,8720.0,8670.0,0,11894.0,62180.0
CJ,2019-05-07 09:15:00,2019-05-07,CJ1912,8680.0,8695.0,8705.0,8680.0,0,6016.0,64026.0
CJ,2019-05-07 09:20:00,2019-05-07,CJ1912,8690.0,8680.0,8690.0,8660.0,0,6656.0,65298.0
CJ,2019-05-07 09:25:00,2019-05-07,CJ1912,8680.0,8685.0,8685.0,8675.0,0,2420.0,65760.0
CJ,2019-05-07 09:30:00,2019-05-07,CJ1912,8685.0,8675.0,8690.0,8665.0,0,3594.0,65882.0
CJ,2019-05-07 09:35:00,2019-05-07,CJ1912,8675.0,8640.0,8680.0,8630.0,0,13652.0,68038.0
CJ,2019-05-07 09:40:00,2019-05-07,CJ1912,8645.0,8630.0,8645.0,8600.0,0,25146.0,71250.0
CJ,2019-05-07 09:45:00,2019-05-07,CJ1912,8625.0,8630.0,8640.0,8625.0,0,5722.0,71262.0
CJ,2019-05-07 09:50:00,2019-05-07,CJ1912,8630.0,8630.0,8645.0,8630.0,0,3800.0,71436.0
CJ,2019-05-07 09:55:00,2019-05-07,CJ1912,8630.0,8615.0,8635.0,8615.0,0,7372.0,72818.0
CJ,2019-05-07 10:00:00,2019-05-07,CJ1912,8620.0,8590.0,8625.0,8575.0,0,15884.0,75522.0
CJ,2019-05-07 10:05:00,2019-05-07,CJ1912,8590.0,8570.0,8590.0,8555.0,0,19222.0,78836.0
CJ,2019-05-07 10:10:00,2019-05-07,CJ1912,8570.0,8575.0,8585.0,8570.0,0,5894.0,79972.0
CJ,2019-05-07 10:15:00,2019-05-07,CJ1912,8580.0,8570.0,8580.0,8565.0,0,6640.0,81536.0
CJ,2019-05-07 10:35:00,2019-05-07,CJ1912,8570.0,8595.0,8620.0,8545.0,0,24150.0,80420.0
CJ,2019-05-07 10:40:00,2019-05-07,CJ1912,8595.0,8595.0,8600.0,8585.0,0,7314.0,80760.0
CJ,2019-05-07 10:45:00,2019-05-07,CJ1912,8590.0,8595.0,8600.0,8590.0,0,2244.0,80766.0
CJ,2019-05-07 10:50:00,2019-05-07,CJ1912,8595.0,8590.0,8595.0,8575.0,0,5380.0,81290.0
CJ,2019-05-07 10:55:00,2019-05-07,CJ1912,8590.0,8585.0,8595.0,8580.0,0,2706.0,81606.0
CJ,2019-05-07 11:00:00,2019-05-07,CJ1912,8585.0,8580.0,8595.0,8575.0,0,4374.0,81788.0
CJ,2019-05-07 11:05:00,2019-05-07,CJ1912,8580.0,8585.0,8595.0,8580.0,0,2186.0,81364.0
CJ,2019-05-07 11:10:00,2019-05-07,CJ1912,8585.0,8600.0,8610.0,8585.0,0,6022.0,80338.0
CJ,2019-05-07 11:15:00,2019-05-07,CJ1912,8600.0,8595.0,8610.0,8590.0,0,4170.0,80430.0
CJ,2019-05-07 11:20:00,2019-05-07,CJ1912,8595.0,8590.0,8600.0,8585.0,0,2310.0,80294.0
CJ,2019-05-07 11:25:00,2019-05-07,CJ1912,8585.0,8585.0,8595.0,8580.0,0,2666.0,80476.0
CJ,2019-05-07 11:30:00,2019-05-07,CJ1912,8590.0,8590.0,8595.0,8585.0,0,2018.0,80368.0
CJ,2019-05-07 13:35:00,2019-05-07,CJ1912,8590.0,8590.0,8600.0,8585.0,0,1824.0,80754.0
CJ,2019-05-07 13:40:00,2019-05-07,CJ1912,8585.0,8595.0,8595.0,8585.0,0,1486.0,81142.0
CJ,2019-05-07 13:45:00,2019-05-07,CJ1912,8590.0,8610.0,8615.0,8590.0,0,6012.0,81300.0
CJ,2019-05-07 13:50:00,2019-05-07,CJ1912,8610.0,8600.0,8625.0,8600.0,0,8428.0,81146.0
CJ,2019-05-07 13:55:00,2019-05-07,CJ1912,8600.0,8600.0,8605.0,8595.0,0,4030.0,81556.0
CJ,2019-05-07 14:00:00,2019-05-07,CJ1912,8595.0,8595.0,8605.0,8590.0,0,3330.0,81750.0
CJ,2019-05-07 14:05:00,2019-05-07,CJ1912,8600.0,8585.0,8600.0,8585.0,0,2408.0,82194.0
CJ,2019-05-07 14:10:00,2019-05-07,CJ1912,8585.0,8600.0,8600.0,8585.0,0,2848.0,81854.0
CJ,2019-05-07 14:15:00,2019-05-07,CJ1912,8595.0,8600.0,8600.0,8590.0,0,1172.0,81626.0
CJ,2019-05-07 14:20:00,2019-05-07,CJ1912,8595.0,8595.0,8605.0,8595.0,0,2238.0,81642.0
CJ,2019-05-07 14:25:00,2019-05-07,CJ1912,8600.0,8595.0,8600.0,8595.0,0,596.0,81444.0
CJ,2019-05-07 14:30:00,2019-05-07,CJ1912,8600.0,8630.0,8635.0,8595.0,0,12812.0,79316.0
CJ,2019-05-07 14:35:00,2019-05-07,CJ1912,8635.0,8610.0,8645.0,8610.0,0,10028.0,79108.0
CJ,2019-05-07 14:40:00,2019-05-07,CJ1912,8615.0,8625.0,8625.0,8615.0,0,2870.0,78584.0
CJ,2019-05-07 14:45:00,2019-05-07,CJ1912,8625.0,8620.0,8630.0,8615.0,0,3590.0,78180.0
CJ,2019-05-07 14:50:00,2019-05-07,CJ1912,8620.0,8600.0,8630.0,8600.0,0,6312.0,77074.0
CJ,2019-05-07 14:55:00,2019-05-07,CJ1912,8600.0,8590.0,8610.0,8590.0,0,5624.0,76022.0
CJ,2019-05-07 15:00:00,2019-05-07,CJ1912,8590.0,8615.0,8615.0,8590.0,0,8608.0,70904.0
CJ,2019-05-08 09:05:00,2019-05-08,CJ1912,8620.0,8650.0,8655.0,8600.0,0,16590.0,75328.0
CJ,2019-05-08 09:10:00,2019-05-08,CJ1912,8650.0,8650.0,8665.0,8630.0,0,14046.0,77286.0
CJ,2019-05-08 09:15:00,2019-05-08,CJ1912,8655.0,8650.0,8665.0,8650.0,0,7694.0,78556.0
CJ,2019-05-08 09:20:00,2019-05-08,CJ1912,8650.0,8675.0,8685.0,8645.0,0,17328.0,79650.0
CJ,2019-05-08 09:25:00,2019-05-08,CJ1912,8680.0,8685.0,8695.0,8675.0,0,14098.0,81686.0
CJ,2019-05-08 09:30:00,2019-05-08,CJ1912,8690.0,8690.0,8710.0,8680.0,0,15692.0,83102.0
CJ,2019-05-08 09:35:00,2019-05-08,CJ1912,8685.0,8690.0,8695.0,8675.0,0,7074.0,83564.0
CJ,2019-05-08 09:40:00,2019-05-08,CJ1912,8685.0,8685.0,8690.0,8680.0,0,2232.0,83564.0
CJ,2019-05-08 09:45:00,2019-05-08,CJ1912,8680.0,8690.0,8690.0,8675.0,0,3844.0,82758.0
CJ,2019-05-08 09:50:00,2019-05-08,CJ1912,8690.0,8675.0,8690.0,8675.0,0,2482.0,82086.0
CJ,2019-05-08 09:55:00,2019-05-08,CJ1912,8675.0,8675.0,8680.0,8670.0,0,4480.0,81964.0
CJ,2019-05-08 10:00:00,2019-05-08,CJ1912,8670.0,8675.0,8680.0,8670.0,0,1662.0,82184.0
CJ,2019-05-08 10:05:00,2019-05-08,CJ1912,8675.0,8645.0,8675.0,8645.0,0,8166.0,81064.0
CJ,2019-05-08 10:10:00,2019-05-08,CJ1912,8645.0,8655.0,8660.0,8645.0,0,6016.0,80882.0
CJ,2019-05-08 10:15:00,2019-05-08,CJ1912,8655.0,8655.0,8665.0,8650.0,0,3648.0,80510.0
CJ,2019-05-08 10:35:00,2019-05-08,CJ1912,8655.0,8665.0,8665.0,8650.0,0,1818.0,80554.0
CJ,2019-05-08 10:40:00,2019-05-08,CJ1912,8660.0,8675.0,8680.0,8660.0,0,4770.0,79866.0
CJ,2019-05-08 10:45:00,2019-05-08,CJ1912,8680.0,8675.0,8685.0,8675.0,0,3068.0,79788.0
CJ,2019-05-08 10:50:00,2019-05-08,CJ1912,8675.0,8670.0,8680.0,8670.0,0,1362.0,79722.0
CJ,2019-05-08 10:55:00,2019-05-08,CJ1912,8675.0,8675.0,8685.0,8670.0,0,2282.0,79650.0
CJ,2019-05-08 11:00:00,2019-05-08,CJ1912,8675.0,8675.0,8680.0,8670.0,0,1142.0,79536.0
CJ,2019-05-08 11:05:00,2019-05-08,CJ1912,8675.0,8665.0,8675.0,8655.0,0,3406.0,79218.0
CJ,2019-05-08 11:10:00,2019-05-08,CJ1912,8660.0,8660.0,8665.0,8650.0,0,3926.0,79476.0
CJ,2019-05-08 11:15:00,2019-05-08,CJ1912,8660.0,8660.0,8665.0,8655.0,0,940.0,79534.0
CJ,2019-05-08 11:20:00,2019-05-08,CJ1912,8655.0,8660.0,8665.0,8650.0,0,2852.0,79600.0
CJ,2019-05-08 11:25:00,2019-05-08,CJ1912,8660.0,8635.0,8660.0,8615.0,0,11680.0,79128.0
CJ,2019-05-08 11:30:00,2019-05-08,CJ1912,8635.0,8615.0,8640.0,8595.0,0,17584.0,79622.0
CJ,2019-05-08 13:35:00,2019-05-08,CJ1912,8615.0,8620.0,8625.0,8605.0,0,5366.0,80112.0
CJ,2019-05-08 13:40:00,2019-05-08,CJ1912,8620.0,8620.0,8630.0,8615.0,0,4710.0,80752.0
CJ,2019-05-08 13:45:00,2019-05-08,CJ1912,8615.0,8610.0,8620.0,8605.0,0,4060.0,81210.0
CJ,2019-05-08 13:50:00,2019-05-08,CJ1912,8610.0,8620.0,8630.0,8610.0,0,4284.0,80876.0
CJ,2019-05-08 13:55:00,2019-05-08,CJ1912,8625.0,8625.0,8625.0,8620.0,0,522.0,80894.0
CJ,2019-05-08 14:00:00,2019-05-08,CJ1912,8625.0,8610.0,8625.0,8605.0,0,3682.0,81534.0
CJ,2019-05-08 14:05:00,2019-05-08,CJ1912,8615.0,8615.0,8625.0,8610.0,0,2134.0,81168.0
CJ,2019-05-08 14:10:00,2019-05-08,CJ1912,8620.0,8625.0,8625.0,8615.0,0,982.0,80842.0
CJ,2019-05-08 14:15:00,2019-05-08,CJ1912,8620.0,8620.0,8625.0,8615.0,0,1274.0,80742.0
CJ,2019-05-08 14:20:00,2019-05-08,CJ1912,8620.0,8610.0,8620.0,8610.0,0,1308.0,80804.0
CJ,2019-05-08 14:25:00,2019-05-08,CJ1912,8615.0,8615.0,8620.0,8610.0,0,1594.0,80778.0
CJ,2019-05-08 14:30:00,2019-05-08,CJ1912,8610.0,8620.0,8620.0,8610.0,0,1366.0,80512.0
CJ,2019-05-08 14:35:00,2019-05-08,CJ1912,8615.0,8625.0,8635.0,8615.0,0,6988.0,79678.0
CJ,2019-05-08 14:40:00,2019-05-08,CJ1912,8625.0,8625.0,8630.0,8620.0,0,1350.0,79066.0
CJ,2019-05-08 14:45:00,2019-05-08,CJ1912,8620.0,8625.0,8625.0,8620.0,0,1256.0,78584.0
CJ,2019-05-08 14:50:00,2019-05-08,CJ1912,8625.0,8625.0,8635.0,8620.0,0,3270.0,77134.0
CJ,2019-05-08 14:55:00,2019-05-08,CJ1912,8630.0,8645.0,8645.0,8625.0,0,3676.0,75936.0
CJ,2019-05-08 15:00:00,2019-05-08,CJ1912,8645.0,8635.0,8645.0,8630.0,0,6738.0,71964.0
CJ,2019-05-09 09:05:00,2019-05-09,CJ1912,8635.0,8605.0,8675.0,8590.0,0,18328.0,74952.0
CJ,2019-05-09 09:10:00,2019-05-09,CJ1912,8610.0,8600.0,8615.0,8580.0,0,19820.0,78876.0
CJ,2019-05-09 09:15:00,2019-05-09,CJ1912,8595.0,8610.0,8615.0,8595.0,0,6838.0,78996.0
CJ,2019-05-09 09:20:00,2019-05-09,CJ1912,8605.0,8615.0,8615.0,8600.0,0,3356.0,79316.0
CJ,2019-05-09 09:25:00,2019-05-09,CJ1912,8615.0,8615.0,8625.0,8610.0,0,4254.0,78542.0
CJ,2019-05-09 09:30:00,2019-05-09,CJ1912,8610.0,8620.0,8640.0,8610.0,0,6470.0,78540.0
CJ,2019-05-09 09:35:00,2019-05-09,CJ1912,8620.0,8660.0,8670.0,8620.0,0,11202.0,77924.0
CJ,2019-05-09 09:40:00,2019-05-09,CJ1912,8665.0,8655.0,8665.0,8650.0,0,7690.0,78222.0
CJ,2019-05-09 09:45:00,2019-05-09,CJ1912,8660.0,8655.0,8660.0,8645.0,0,4196.0,78998.0
CJ,2019-05-09 09:50:00,2019-05-09,CJ1912,8655.0,8650.0,8655.0,8635.0,0,4648.0,78470.0
CJ,2019-05-09 09:55:00,2019-05-09,CJ1912,8655.0,8655.0,8665.0,8650.0,0,4834.0,79038.0
CJ,2019-05-09 10:00:00,2019-05-09,CJ1912,8660.0,8660.0,8660.0,8645.0,0,2576.0,79234.0
CJ,2019-05-09 10:05:00,2019-05-09,CJ1912,8660.0,8660.0,8670.0,8650.0,0,6184.0,80240.0
CJ,2019-05-09 10:10:00,2019-05-09,CJ1912,8655.0,8655.0,8660.0,8655.0,0,1372.0,79902.0
CJ,2019-05-09 10:15:00,2019-05-09,CJ1912,8655.0,8660.0,8665.0,8650.0,0,2524.0,79350.0
CJ,2019-05-09 10:35:00,2019-05-09,CJ1912,8660.0,8660.0,8665.0,8650.0,0,2290.0,79368.0
CJ,2019-05-09 10:40:00,2019-05-09,CJ1912,8660.0,8680.0,8690.0,8660.0,0,11358.0,80268.0
CJ,2019-05-09 10:45:00,2019-05-09,CJ1912,8675.0,8685.0,8685.0,8665.0,0,7086.0,80600.0
CJ,2019-05-09 10:50:00,2019-05-09,CJ1912,8685.0,8660.0,8690.0,8655.0,0,6708.0,80878.0
CJ,2019-05-09 10:55:00,2019-05-09,CJ1912,8665.0,8660.0,8670.0,8655.0,0,3386.0,80568.0
CJ,2019-05-09 11:00:00,2019-05-09,CJ1912,8660.0,8660.0,8665.0,8660.0,0,694.0,80518.0
CJ,2019-05-09 11:05:00,2019-05-09,CJ1912,8660.0,8665.0,8665.0,8655.0,0,1128.0,80448.0
CJ,2019-05-09 11:10:00,2019-05-09,CJ1912,8665.0,8660.0,8665.0,8660.0,0,640.0,80254.0
CJ,2019-05-09 11:15:00,2019-05-09,CJ1912,8660.0,8635.0,8665.0,8625.0,0,9422.0,78106.0
CJ,2019-05-09 11:20:00,2019-05-09,CJ1912,8640.0,8640.0,8640.0,8630.0,0,4024.0,77702.0
CJ,2019-05-09 11:25:00,2019-05-09,CJ1912,8640.0,8640.0,8645.0,8635.0,0,1628.0,77570.0
CJ,2019-05-09 11:30:00,2019-05-09,CJ1912,8645.0,8640.0,8645.0,8635.0,0,2572.0,76718.0
CJ,2019-05-09 13:35:00,2019-05-09,CJ1912,8640.0,8630.0,8645.0,8620.0,0,3756.0,77414.0
CJ,2019-05-09 13:40:00,2019-05-09,CJ1912,8625.0,8620.0,8635.0,8620.0,0,2418.0,77276.0
CJ,2019-05-09 13:45:00,2019-05-09,CJ1912,8625.0,8625.0,8635.0,8620.0,0,2970.0,77288.0
CJ,2019-05-09 13:50:00,2019-05-09,CJ1912,8625.0,8635.0,8635.0,8610.0,0,5964.0,77404.0
CJ,2019-05-09 13:55:00,2019-05-09,CJ1912,8635.0,8640.0,8645.0,8630.0,0,4272.0,77594.0
CJ,2019-05-09 14:00:00,2019-05-09,CJ1912,8640.0,8640.0,8640.0,8635.0,0,1846.0,77192.0
CJ,2019-05-09 14:05:00,2019-05-09,CJ1912,8640.0,8655.0,8660.0,8640.0,0,3510.0,77000.0
CJ,2019-05-09 14:10:00,2019-05-09,CJ1912,8660.0,8640.0,8660.0,8640.0,0,1968.0,76858.0
CJ,2019-05-09 14:15:00,2019-05-09,CJ1912,8640.0,8650.0,8655.0,8640.0,0,2230.0,77048.0
CJ,2019-05-09 14:20:00,2019-05-09,CJ1912,8655.0,8645.0,8655.0,8645.0,0,1542.0,77226.0
CJ,2019-05-09 14:25:00,2019-05-09,CJ1912,8645.0,8640.0,8650.0,8640.0,0,1306.0,76718.0
CJ,2019-05-09 14:30:00,2019-05-09,CJ1912,8640.0,8640.0,8645.0,8635.0,0,1326.0,76280.0
CJ,2019-05-09 14:35:00,2019-05-09,CJ1912,8645.0,8635.0,8645.0,8635.0,0,1410.0,75892.0
CJ,2019-05-09 14:40:00,2019-05-09,CJ1912,8640.0,8635.0,8640.0,8625.0,0,2172.0,75294.0
CJ,2019-05-09 14:45:00,2019-05-09,CJ1912,8635.0,8635.0,8640.0,8630.0,0,1588.0,75232.0
CJ,2019-05-09 14:50:00,2019-05-09,CJ1912,8630.0,8635.0,8635.0,8620.0,0,3660.0,74040.0
CJ,2019-05-09 14:55:00,2019-05-09,CJ1912,8635.0,8635.0,8635.0,8630.0,0,698.0,73848.0
