underlying_symbol,datetime,trading_date,dominant_id,open,close,high,low,total_turnover,volume,open_interest
CJ,2021-02-02 09:15:00,2021-02-02,CJ2105,9090.096265795404,9103.529905597072,9112.48566546485,9090.096265795404,0,577.0,19491.0
CJ,2021-02-02 09:20:00,2021-02-02,CJ2105,9103.529905597072,9112.48566546485,9121.44142533263,9099.052025663183,0,315.0,19554.0
CJ,2021-02-02 09:25:00,2021-02-02,CJ2105,9116.96354539874,9125.91930526652,9143.830825002076,9116.96354539874,0,944.0,19275.0
CJ,2021-02-02 09:30:00,2021-02-02,CJ2105,9121.44142533263,9116.96354539874,9134.875065134298,9116.96354539874,0,360.0,19197.0
CJ,2021-02-02 09:35:00,2021-02-02,CJ2105,9112.48566546485,9108.007785530961,9116.96354539874,9103.529905597072,0,410.0,19181.0
CJ,2021-02-02 09:40:00,2021-02-02,CJ2105,9108.007785530961,9116.96354539874,9121.44142533263,9108.007785530961,0,217.0,19094.0
CJ,2021-02-02 09:45:00,2021-02-02,CJ2105,9116.96354539874,9116.96354539874,9121.44142533263,9112.48566546485,0,83.0,19091.0
CJ,2021-02-02 09:50:00,2021-02-02,CJ2105,9116.96354539874,9116.96354539874,9125.91930526652,9112.48566546485,0,91.0,19107.0
CJ,2021-02-02 09:55:00,2021-02-02,CJ2105,9121.44142533263,9125.91930526652,9130.397185200409,9116.96354539874,0,62.0,19102.0
CJ,2021-02-02 10:00:00,2021-02-02,CJ2105,9125.91930526652,9125.91930526652,9130.397185200409,9121.44142533263,0,94.0,19086.0
CJ,2021-02-02 10:05:00,2021-02-02,CJ2105,9130.397185200409,9121.44142533263,9130.397185200409,9116.96354539874,0,115.0,19053.0
CJ,2021-02-02 10:10:00,2021-02-02,CJ2105,9121.44142533263,9125.91930526652,9125.91930526652,9116.96354539874,0,119.0,19074.0
CJ,2021-02-02 10:15:00,2021-02-02,CJ2105,9125.91930526652,9125.91930526652,9139.352945068187,9125.91930526652,0,199.0,19107.0
CJ,2021-02-02 10:35:00,2021-02-02,CJ2105,9130.397185200409,9116.96354539874,9134.875065134298,9112.48566546485,0,316.0,19035.0
CJ,2021-02-02 10:40:00,2021-02-02,CJ2105,9121.44142533263,9134.875065134298,9139.352945068187,9112.48566546485,0,382.0,18905.0
CJ,2021-02-02 10:45:00,2021-02-02,CJ2105,9130.397185200409,9130.397185200409,9143.830825002076,9125.91930526652,0,212.0,18852.0
CJ,2021-02-02 10:50:00,2021-02-02,CJ2105,9130.397185200409,9130.397185200409,9134.875065134298,9125.91930526652,0,86.0,18835.0
CJ,2021-02-02 10:55:00,2021-02-02,CJ2105,9125.91930526652,9139.352945068187,9139.352945068187,9125.91930526652,0,56.0,18829.0
CJ,2021-02-02 11:00:00,2021-02-02,CJ2105,9139.352945068187,9130.397185200409,9139.352945068187,9125.91930526652,0,135.0,18792.0
CJ,2021-02-02 11:05:00,2021-02-02,CJ2105,9130.397185200409,9125.91930526652,9130.397185200409,9121.44142533263,0,70.0,18760.0
CJ,2021-02-02 11:10:00,2021-02-02,CJ2105,9121.44142533263,9125.91930526652,9125.91930526652,9121.44142533263,0,40.0,18748.0
CJ,2021-02-02 11:15:00,2021-02-02,CJ2105,9125.91930526652,9125.91930526652,9125.91930526652,9121.44142533263,0,30.0,18725.0
CJ,2021-02-02 11:20:00,2021-02-02,CJ2105,9125.91930526652,9121.44142533263,9130.397185200409,9116.96354539874,0,125.0,18672.0
CJ,2021-02-02 11:25:00,2021-02-02,CJ2105,9116.96354539874,9125.91930526652,9125.91930526652,9116.96354539874,0,62.0,18656.0
CJ,2021-02-02 11:30:00,2021-02-02,CJ2105,9125.91930526652,9121.44142533263,9125.91930526652,9112.48566546485,0,77.0,18637.0
CJ,2021-02-02 13:35:00,2021-02-02,CJ2105,9116.96354539874,9112.48566546485,9121.44142533263,9112.48566546485,0,92.0,18647.0
CJ,2021-02-02 13:40:00,2021-02-02,CJ2105,9116.96354539874,9116.96354539874,9121.44142533263,9112.48566546485,0,54.0,18634.0
CJ,2021-02-02 13:45:00,2021-02-02,CJ2105,9116.96354539874,9112.48566546485,9121.44142533263,9108.007785530961,0,115.0,18629.0
CJ,2021-02-02 13:50:00,2021-02-02,CJ2105,9112.48566546485,9121.44142533263,9121.44142533263,9108.007785530961,0,56.0,18616.0
CJ,2021-02-02 13:55:00,2021-02-02,CJ2105,9121.44142533263,9112.48566546485,9121.44142533263,9112.48566546485,0,82.0,18583.0
CJ,2021-02-02 14:00:00,2021-02-02,CJ2105,9116.96354539874,9112.48566546485,9116.96354539874,9108.007785530961,0,98.0,18563.0
CJ,2021-02-02 14:05:00,2021-02-02,CJ2105,9116.96354539874,9108.007785530961,9116.96354539874,9103.529905597072,0,195.0,18564.0
CJ,2021-02-02 14:10:00,2021-02-02,CJ2105,9103.529905597072,9103.529905597072,9112.48566546485,9103.529905597072,0,64.0,18567.0
CJ,2021-02-02 14:15:00,2021-02-02,CJ2105,9108.007785530961,9116.96354539874,9116.96354539874,9103.529905597072,0,75.0,18539.0
CJ,2021-02-02 14:20:00,2021-02-02,CJ2105,9116.96354539874,9125.91930526652,9130.397185200409,9112.48566546485,0,208.0,18520.0
CJ,2021-02-02 14:25:00,2021-02-02,CJ2105,9125.91930526652,9121.44142533263,9130.397185200409,9121.44142533263,0,70.0,18505.0
CJ,2021-02-02 14:30:00,2021-02-02,CJ2105,9116.96354539874,9116.96354539874,9121.44142533263,9108.007785530961,0,92.0,18469.0
CJ,2021-02-02 14:35:00,2021-02-02,CJ2105,9112.48566546485,9103.529905597072,9112.48566546485,9103.529905597072,0,177.0,18374.0
CJ,2021-02-02 14:40:00,2021-02-02,CJ2105,9108.007785530961,9108.007785530961,9112.48566546485,9099.052025663183,0,193.0,18370.0
CJ,2021-02-02 14:45:00,2021-02-02,CJ2105,9108.007785530961,9103.529905597072,9112.48566546485,9103.529905597072,0,89.0,18355.0
CJ,2021-02-02 14:50:00,2021-02-02,CJ2105,9108.007785530961,9116.96354539874,9121.44142533263,9108.007785530961,0,225.0,18244.0
CJ,2021-02-02 14:55:00,2021-02-02,CJ2105,9116.96354539874,9125.91930526652,9125.91930526652,9112.48566546485,0,142.0,18219.0
CJ,2021-02-02 15:00:00,2021-02-02,CJ2105,9125.91930526652,9134.875065134298,9148.308704935966,9125.91930526652,0,612.0,18092.0
CJ,2021-02-03 09:05:00,2021-02-03,CJ2105,9139.352945068187,9157.264464803744,9161.742344737633,9121.44142533263,0,1323.0,18357.0
CJ,2021-02-03 09:10:00,2021-02-03,CJ2105,9157.264464803744,9157.264464803744,9157.264464803744,9139.352945068187,0,502.0,18409.0
CJ,2021-02-03 09:15:00,2021-02-03,CJ2105,9157.264464803744,9157.264464803744,9175.175984539303,9157.264464803744,0,1031.0,18341.0
CJ,2021-02-03 09:20:00,2021-02-03,CJ2105,9157.264464803744,9152.786584869855,9161.742344737633,9148.308704935966,0,241.0,18288.0
CJ,2021-02-03 09:25:00,2021-02-03,CJ2105,9152.786584869855,9161.742344737633,9166.220224671522,9152.786584869855,0,182.0,18338.0
CJ,2021-02-03 09:30:00,2021-02-03,CJ2105,9166.220224671522,9175.175984539303,9179.653864473192,9161.742344737633,0,397.0,18453.0
CJ,2021-02-03 09:35:00,2021-02-03,CJ2105,9175.175984539303,9170.698104605413,9179.653864473192,9166.220224671522,0,501.0,18600.0
CJ,2021-02-03 09:40:00,2021-02-03,CJ2105,9170.698104605413,9166.220224671522,9170.698104605413,9161.742344737633,0,413.0,18733.0
CJ,2021-02-03 09:45:00,2021-02-03,CJ2105,9166.220224671522,9134.875065134298,9166.220224671522,9130.397185200409,0,976.0,18742.0
CJ,2021-02-03 09:50:00,2021-02-03,CJ2105,9130.397185200409,9143.830825002076,9148.308704935966,9130.397185200409,0,186.0,18653.0
CJ,2021-02-03 09:55:00,2021-02-03,CJ2105,9143.830825002076,9143.830825002076,9148.308704935966,9139.352945068187,0,60.0,18645.0
CJ,2021-02-03 10:00:00,2021-02-03,CJ2105,9139.352945068187,9134.875065134298,9139.352945068187,9134.875065134298,0,153.0,18610.0
CJ,2021-02-03 10:05:00,2021-02-03,CJ2105,9134.875065134298,9134.875065134298,9139.352945068187,9130.397185200409,0,80.0,18622.0
CJ,2021-02-03 10:10:00,2021-02-03,CJ2105,9130.397185200409,9139.352945068187,9148.308704935966,9130.397185200409,0,100.0,18606.0
CJ,2021-02-03 10:15:00,2021-02-03,CJ2105,9143.830825002076,9139.352945068187,9143.830825002076,9139.352945068187,0,82.0,18631.0
CJ,2021-02-03 10:35:00,2021-02-03,CJ2105,9139.352945068187,9116.96354539874,9143.830825002076,9112.48566546485,0,746.0,18540.0
CJ,2021-02-03 10:40:00,2021-02-03,CJ2105,9112.48566546485,9112.48566546485,9125.91930526652,9112.48566546485,0,203.0,18550.0
CJ,2021-02-03 10:45:00,2021-02-03,CJ2105,9116.96354539874,9121.44142533263,9121.44142533263,9108.007785530961,0,223.0,18603.0
CJ,2021-02-03 10:50:00,2021-02-03,CJ2105,9116.96354539874,9125.91930526652,9130.397185200409,9112.48566546485,0,181.0,18586.0
CJ,2021-02-03 10:55:00,2021-02-03,CJ2105,9125.91930526652,9125.91930526652,9130.397185200409,9121.44142533263,0,108.0,18542.0
CJ,2021-02-03 11:00:00,2021-02-03,CJ2105,9125.91930526652,9134.875065134298,9134.875065134298,9125.91930526652,0,129.0,18478.0
CJ,2021-02-03 11:05:00,2021-02-03,CJ2105,9134.875065134298,9134.875065134298,9139.352945068187,9134.875065134298,0,137.0,18407.0
CJ,2021-02-03 11:10:00,2021-02-03,CJ2105,9134.875065134298,9139.352945068187,9143.830825002076,9134.875065134298,0,82.0,18406.0
CJ,2021-02-03 11:15:00,2021-02-03,CJ2105,9139.352945068187,9143.830825002076,9152.786584869855,9139.352945068187,0,210.0,18379.0
CJ,2021-02-03 11:20:00,2021-02-03,CJ2105,9143.830825002076,9157.264464803744,9161.742344737633,9143.830825002076,0,288.0,18295.0
CJ,2021-02-03 11:25:00,2021-02-03,CJ2105,9152.786584869855,9152.786584869855,9157.264464803744,9148.308704935966,0,153.0,18258.0
CJ,2021-02-03 11:30:00,2021-02-03,CJ2105,9152.786584869855,9166.220224671522,9170.698104605413,9152.786584869855,0,440.0,18218.0
CJ,2021-02-03 13:35:00,2021-02-03,CJ2105,9170.698104605413,9175.175984539303,9175.175984539303,9166.220224671522,0,448.0,18352.0
CJ,2021-02-03 13:40:00,2021-02-03,CJ2105,9175.175984539303,9166.220224671522,9175.175984539303,9161.742344737633,0,245.0,18382.0
CJ,2021-02-03 13:45:00,2021-02-03,CJ2105,9166.220224671522,9166.220224671522,9170.698104605413,9157.264464803744,0,430.0,18291.0
CJ,2021-02-03 13:50:00,2021-02-03,CJ2105,9161.742344737633,9166.220224671522,9170.698104605413,9161.742344737633,0,141.0,18248.0
CJ,2021-02-03 13:55:00,2021-02-03,CJ2105,9161.742344737633,9166.220224671522,9166.220224671522,9161.742344737633,0,67.0,18233.0
CJ,2021-02-03 14:00:00,2021-02-03,CJ2105,9161.742344737633,9166.220224671522,9166.220224671522,9161.742344737633,0,84.0,18254.0
CJ,2021-02-03 14:05:00,2021-02-03,CJ2105,9166.220224671522,9161.742344737633,9166.220224671522,9161.742344737633,0,119.0,18241.0
CJ,2021-02-03 14:10:00,2021-02-03,CJ2105,9161.742344737633,9166.220224671522,9170.698104605413,9161.742344737633,0,107.0,18230.0
CJ,2021-02-03 14:15:00,2021-02-03,CJ2105,9166.220224671522,9161.742344737633,9166.220224671522,9161.742344737633,0,85.0,18222.0
CJ,2021-02-03 14:20:00,2021-02-03,CJ2105,9161.742344737633,9161.742344737633,9166.220224671522,9152.786584869855,0,233.0,18238.0
CJ,2021-02-03 14:25:00,2021-02-03,CJ2105,9157.264464803744,9166.220224671522,9166.220224671522,9157.264464803744,0,92.0,18252.0
CJ,2021-02-03 14:30:00,2021-02-03,CJ2105,9166.220224671522,9170.698104605413,9170.698104605413,9161.742344737633,0,117.0,18262.0
CJ,2021-02-03 14:35:00,2021-02-03,CJ2105,9170.698104605413,9166.220224671522,9175.175984539303,9161.742344737633,0,163.0,18343.0
CJ,2021-02-03 14:40:00,2021-02-03,CJ2105,9166.220224671522,9170.698104605413,9170.698104605413,9166.220224671522,0,48.0,18357.0
CJ,2021-02-03 14:45:00,2021-02-03,CJ2105,9170.698104605413,9179.653864473192,9179.653864473192,9166.220224671522,0,193.0,18351.0
CJ,2021-02-03 14:50:00,2021-02-03,CJ2105,9175.175984539303,9175.175984539303,9179.653864473192,9170.698104605413,0,183.0,18366.0
CJ,2021-02-03 14:55:00,2021-02-03,CJ2105,9175.175984539303,9179.653864473192,9179.653864473192,9170.698104605413,0,187.0,18422.0
CJ,2021-02-03 15:00:00,2021-02-03,CJ2105,9179.653864473192,9170.698104605413,9179.653864473192,9161.742344737633,0,614.0,18162.0
CJ,2021-02-04 09:05:00,2021-02-04,CJ2105,9175.175984539303,9179.653864473192,9188.60962434097,9161.742344737633,0,989.0,18233.0
CJ,2021-02-04 09:10:00,2021-02-04,CJ2105,9184.131744407081,9175.175984539303,9193.08750427486,9175.175984539303,0,551.0,18263.0
CJ,2021-02-04 09:15:00,2021-02-04,CJ2105,9184.131744407081,9170.698104605413,9184.131744407081,9170.698104605413,0,203.0,18203.0
CJ,2021-02-04 09:20:00,2021-02-04,CJ2105,9175.175984539303,9175.175984539303,9179.653864473192,9170.698104605413,0,77.0,18202.0
CJ,2021-02-04 09:25:00,2021-02-04,CJ2105,9175.175984539303,9170.698104605413,9175.175984539303,9166.220224671522,0,81.0,18183.0
CJ,2021-02-04 09:30:00,2021-02-04,CJ2105,9166.220224671522,9161.742344737633,9170.698104605413,9152.786584869855,0,489.0,18270.0
CJ,2021-02-04 09:35:00,2021-02-04,CJ2105,9166.220224671522,9166.220224671522,9170.698104605413,9157.264464803744,0,238.0,18320.0
CJ,2021-02-04 09:40:00,2021-02-04,CJ2105,9166.220224671522,9157.264464803744,9166.220224671522,9157.264464803744,0,313.0,18225.0
CJ,2021-02-04 09:45:00,2021-02-04,CJ2105,9161.742344737633,9170.698104605413,9170.698104605413,9161.742344737633,0,127.0,18253.0
CJ,2021-02-04 09:50:00,2021-02-04,CJ2105,9170.698104605413,9166.220224671522,9179.653864473192,9166.220224671522,0,146.0,18226.0
CJ,2021-02-04 09:55:00,2021-02-04,CJ2105,9166.220224671522,9161.742344737633,9166.220224671522,9152.786584869855,0,230.0,18108.0
CJ,2021-02-04 10:00:00,2021-02-04,CJ2105,9157.264464803744,9148.308704935966,9157.264464803744,9143.830825002076,0,342.0,18046.0
CJ,2021-02-04 10:05:00,2021-02-04,CJ2105,9143.830825002076,9143.830825002076,9152.786584869855,9139.352945068187,0,124.0,18025.0
CJ,2021-02-04 10:10:00,2021-02-04,CJ2105,9148.308704935966,9148.308704935966,9152.786584869855,9139.352945068187,0,284.0,18003.0
CJ,2021-02-04 10:15:00,2021-02-04,CJ2105,9148.308704935966,9148.308704935966,9148.308704935966,9143.830825002076,0,62.0,17985.0
CJ,2021-02-04 10:35:00,2021-02-04,CJ2105,9152.786584869855,9148.308704935966,9152.786584869855,9139.352945068187,0,131.0,17927.0
CJ,2021-02-04 10:40:00,2021-02-04,CJ2105,9152.786584869855,9157.264464803744,9157.264464803744,9148.308704935966,0,68.0,17926.0
CJ,2021-02-04 10:45:00,2021-02-04,CJ2105,9157.264464803744,9157.264464803744,9161.742344737633,9152.786584869855,0,58.0,17917.0
CJ,2021-02-04 10:50:00,2021-02-04,CJ2105,9157.264464803744,9157.264464803744,9170.698104605413,9157.264464803744,0,138.0,17930.0
CJ,2021-02-04 10:55:00,2021-02-04,CJ2105,9161.742344737633,9161.742344737633,9166.220224671522,9157.264464803744,0,45.0,17924.0
CJ,2021-02-04 11:00:00,2021-02-04,CJ2105,9166.220224671522,9161.742344737633,9166.220224671522,9157.264464803744,0,86.0,17912.0
CJ,2021-02-04 11:05:00,2021-02-04,CJ2105,9161.742344737633,9152.786584869855,9161.742344737633,9152.786584869855,0,35.0,17919.0
CJ,2021-02-04 11:10:00,2021-02-04,CJ2105,9157.264464803744,9157.264464803744,9157.264464803744,9152.786584869855,0,25.0,17917.0
CJ,2021-02-04 11:15:00,2021-02-04,CJ2105,9157.264464803744,9157.264464803744,9157.264464803744,9152.786584869855,0,26.0,17923.0
CJ,2021-02-04 11:20:00,2021-02-04,CJ2105,9157.264464803744,9157.264464803744,9157.264464803744,9148.308704935966,0,47.0,17915.0
CJ,2021-02-04 11:25:00,2021-02-04,CJ2105,9157.264464803744,9157.264464803744,9161.742344737633,9152.786584869855,0,45.0,17908.0
CJ,2021-02-04 11:30:00,2021-02-04,CJ2105,9157.264464803744,9166.220224671522,9175.175984539303,9143.830825002076,0,230.0,17938.0
CJ,2021-02-04 13:35:00,2021-02-04,CJ2105,9166.220224671522,9161.742344737633,9170.698104605413,9161.742344737633,0,180.0,17984.0
CJ,2021-02-04 13:40:00,2021-02-04,CJ2105,9166.220224671522,9166.220224671522,9175.175984539303,9161.742344737633,0,126.0,18009.0
CJ,2021-02-04 13:45:00,2021-02-04,CJ2105,9170.698104605413,9170.698104605413,9170.698104605413,9166.220224671522,0,60.0,18004.0
CJ,2021-02-04 13:50:00,2021-02-04,CJ2105,9170.698104605413,9166.220224671522,9175.175984539303,9166.220224671522,0,85.0,17998.0
CJ,2021-02-04 13:55:00,2021-02-04,CJ2105,9170.698104605413,9161.742344737633,9170.698104605413,9157.264464803744,0,110.0,17979.0
CJ,2021-02-04 14:00:00,2021-02-04,CJ2105,9161.742344737633,9161.742344737633,9166.220224671522,9161.742344737633,0,35.0,17978.0
CJ,2021-02-04 14:05:00,2021-02-04,CJ2105,9161.742344737633,9161.742344737633,9166.220224671522,9157.264464803744,0,58.0,17969.0
CJ,2021-02-04 14:10:00,2021-02-04,CJ2105,9157.264464803744,9161.742344737633,9166.220224671522,9157.264464803744,0,73.0,17962.0
CJ,2021-02-04 14:15:00,2021-02-04,CJ2105,9166.220224671522,9170.698104605413,9170.698104605413,9161.742344737633,0,94.0,17972.0
CJ,2021-02-04 14:20:00,2021-02-04,CJ2105,9170.698104605413,9166.220224671522,9170.698104605413,9161.742344737633,0,89.0,17971.0
CJ,2021-02-04 14:25:00,2021-02-04,CJ2105,9170.698104605413,9166.220224671522,9170.698104605413,9166.220224671522,0,39.0,17960.0
CJ,2021-02-04 14:30:00,2021-02-04,CJ2105,9170.698104605413,9166.220224671522,9170.698104605413,9166.220224671522,0,39.0,17964.0
CJ,2021-02-04 14:35:00,2021-02-04,CJ2105,9170.698104605413,9179.653864473192,9179.653864473192,9170.698104605413,0,252.0,18030.0
CJ,2021-02-04 14:40:00,2021-02-04,CJ2105,9179.653864473192,9193.08750427486,9193.08750427486,9175.175984539303,0,486.0,18114.0
CJ,2021-02-04 14:45:00,2021-02-04,CJ2105,9193.08750427486,9215.476903944305,9215.476903944305,9193.08750427486,0,1063.0,18270.0
CJ,2021-02-04 14:50:00,2021-02-04,CJ2105,9215.476903944305,9188.60962434097,9224.432663812086,9175.175984539303,0,1080.0,18330.0
CJ,2021-02-04 14:55:00,2021-02-04,CJ2105,9184.131744407081,9184.131744407081,9193.08750427486,9184.131744407081,0,188.0,18215.0
CJ,2021-02-04 15:00:00,2021-02-04,CJ2105,9184.131744407081,9184.131744407081,9197.565384208749,9184.131744407081,0,473.0,17983.0
CJ,2021-02-05 09:05:00,2021-02-05,CJ2105,9184.131744407081,9197.565384208749,9206.521144076527,9166.220224671522,0,899.0,17995.0
CJ,2021-02-05 09:10:00,2021-02-05,CJ2105,9197.565384208749,9206.521144076527,9210.999024010416,9197.565384208749,0,205.0,18053.0
CJ,2021-02-05 09:15:00,2021-02-05,CJ2105,9210.999024010416,9202.043264142638,9210.999024010416,9202.043264142638,0,228.0,18052.0
CJ,2021-02-05 09:20:00,2021-02-05,CJ2105,9206.521144076527,9215.476903944305,9215.476903944305,9202.043264142638,0,180.0,18116.0
CJ,2021-02-05 09:25:00,2021-02-05,CJ2105,9210.999024010416,9202.043264142638,9215.476903944305,9202.043264142638,0,259.0,18162.0
CJ,2021-02-05 09:30:00,2021-02-05,CJ2105,9210.999024010416,9210.999024010416,9210.999024010416,9202.043264142638,0,124.0,18146.0
CJ,2021-02-05 09:35:00,2021-02-05,CJ2105,9210.999024010416,9202.043264142638,9210.999024010416,9193.08750427486,0,321.0,18254.0
CJ,2021-02-05 09:40:00,2021-02-05,CJ2105,9202.043264142638,9197.565384208749,9206.521144076527,9193.08750427486,0,129.0,18239.0
CJ,2021-02-05 09:45:00,2021-02-05,CJ2105,9202.043264142638,9197.565384208749,9202.043264142638,9193.08750427486,0,69.0,18213.0
CJ,2021-02-05 09:50:00,2021-02-05,CJ2105,9197.565384208749,9188.60962434097,9197.565384208749,9184.131744407081,0,171.0,18173.0
CJ,2021-02-05 09:55:00,2021-02-05,CJ2105,9188.60962434097,9184.131744407081,9193.08750427486,9184.131744407081,0,144.0,18141.0
CJ,2021-02-05 10:00:00,2021-02-05,CJ2105,9188.60962434097,9175.175984539303,9188.60962434097,9175.175984539303,0,386.0,18050.0
CJ,2021-02-05 10:05:00,2021-02-05,CJ2105,9170.698104605413,9166.220224671522,9175.175984539303,9148.308704935966,0,1194.0,17870.0
CJ,2021-02-05 10:10:00,2021-02-05,CJ2105,9166.220224671522,9161.742344737633,9166.220224671522,9157.264464803744,0,142.0,17871.0
CJ,2021-02-05 10:15:00,2021-02-05,CJ2105,9161.742344737633,9152.786584869855,9161.742344737633,9152.786584869855,0,135.0,17849.0
CJ,2021-02-05 10:35:00,2021-02-05,CJ2105,9152.786584869855,9157.264464803744,9161.742344737633,9152.786584869855,0,232.0,17827.0
CJ,2021-02-05 10:40:00,2021-02-05,CJ2105,9161.742344737633,9161.742344737633,9166.220224671522,9152.786584869855,0,151.0,17836.0
CJ,2021-02-05 10:45:00,2021-02-05,CJ2105,9166.220224671522,9152.786584869855,9166.220224671522,9148.308704935966,0,199.0,17780.0
CJ,2021-02-05 10:50:00,2021-02-05,CJ2105,9157.264464803744,9152.786584869855,9157.264464803744,9143.830825002076,0,175.0,17796.0
CJ,2021-02-05 10:55:00,2021-02-05,CJ2105,9152.786584869855,9148.308704935966,9152.786584869855,9143.830825002076,0,107.0,17816.0
CJ,2021-02-05 11:00:00,2021-02-05,CJ2105,9152.786584869855,9161.742344737633,9166.220224671522,9152.786584869855,0,128.0,17793.0
CJ,2021-02-05 11:05:00,2021-02-05,CJ2105,9157.264464803744,9152.786584869855,9157.264464803744,9152.786584869855,0,73.0,17811.0
CJ,2021-02-05 11:10:00,2021-02-05,CJ2105,9157.264464803744,9157.264464803744,9157.264464803744,9152.786584869855,0,37.0,17817.0
CJ,2021-02-05 11:15:00,2021-02-05,CJ2105,9157.264464803744,9161.742344737633,9175.175984539303,9157.264464803744,0,319.0,17646.0
CJ,2021-02-05 11:20:00,2021-02-05,CJ2105,9157.264464803744,9152.786584869855,9161.742344737633,9152.786584869855,0,217.0,17700.0
CJ,2021-02-05 11:25:00,2021-02-05,CJ2105,9148.308704935966,9134.875065134298,9161.742344737633,9116.96354539874,0,780.0,17530.0
CJ,2021-02-05 11:30:00,2021-02-05,CJ2105,9125.91930526652,9094.574145729293,9125.91930526652,9072.184746059847,0,1940.0,17202.0
CJ,2021-02-05 13:35:00,2021-02-05,CJ2105,9099.052025663183,9103.529905597072,9112.48566546485,9076.662625993737,0,949.0,17163.0
CJ,2021-02-05 13:40:00,2021-02-05,CJ2105,9103.529905597072,9085.618385861515,9112.48566546485,9076.662625993737,0,741.0,17158.0
CJ,2021-02-05 13:45:00,2021-02-05,CJ2105,9085.618385861515,9081.140505927626,9103.529905597072,9081.140505927626,0,555.0,17407.0
CJ,2021-02-05 13:50:00,2021-02-05,CJ2105,9081.140505927626,9090.096265795404,9090.096265795404,9072.184746059847,0,684.0,17682.0
CJ,2021-02-05 13:55:00,2021-02-05,CJ2105,9090.096265795404,9081.140505927626,9094.574145729293,9081.140505927626,0,202.0,17671.0
CJ,2021-02-05 14:00:00,2021-02-05,CJ2105,9085.618385861515,9094.574145729293,9103.529905597072,9076.662625993737,0,493.0,17655.0
CJ,2021-02-05 14:05:00,2021-02-05,CJ2105,9094.574145729293,9094.574145729293,9103.529905597072,9094.574145729293,0,222.0,17637.0
CJ,2021-02-05 14:10:00,2021-02-05,CJ2105,9094.574145729293,9085.618385861515,9103.529905597072,9085.618385861515,0,185.0,17643.0
CJ,2021-02-05 14:15:00,2021-02-05,CJ2105,9090.096265795404,9094.574145729293,9099.052025663183,9085.618385861515,0,155.0,17628.0
CJ,2021-02-05 14:20:00,2021-02-05,CJ2105,9090.096265795404,9090.096265795404,9103.529905597072,9090.096265795404,0,118.0,17586.0
CJ,2021-02-05 14:25:00,2021-02-05,CJ2105,9090.096265795404,9099.052025663183,9099.052025663183,9090.096265795404,0,135.0,17580.0
CJ,2021-02-05 14:30:00,2021-02-05,CJ2105,9099.052025663183,9103.529905597072,9103.529905597072,9094.574145729293,0,57.0,17577.0
CJ,2021-02-05 14:35:00,2021-02-05,CJ2105,9103.529905597072,9103.529905597072,9108.007785530961,9099.052025663183,0,181.0,17529.0
CJ,2021-02-05 14:40:00,2021-02-05,CJ2105,9103.529905597072,9099.052025663183,9112.48566546485,9090.096265795404,0,276.0,17437.0
CJ,2021-02-05 14:45:00,2021-02-05,CJ2105,9103.529905597072,9103.529905597072,9103.529905597072,9090.096265795404,0,138.0,17362.0
CJ,2021-02-05 14:50:00,2021-02-05,CJ2105,9099.052025663183,9090.096265795404,9099.052025663183,9085.618385861515,0,299.0,17285.0
CJ,2021-02-05 14:55:00,2021-02-05,CJ2105,9090.096265795404,9072.184746059847,9090.096265795404,9067.706866125956,0,682.0,17257.0
CJ,2021-02-05 15:00:00,2021-02-05,CJ2105,9072.184746059847,9067.706866125956,9090.096265795404,9054.273226324289,0,1144.0,16870.0
CJ,2021-02-08 09:05:00,2021-02-08,CJ2105,9076.662625993737,9058.751106258178,9090.096265795404,9049.7953463904,0,1345.0,17228.0
CJ,2021-02-08 09:10:00,2021-02-08,CJ2105,9058.751106258178,9049.7953463904,9072.184746059847,9045.31746645651,0,695.0,17196.0
CJ,2021-02-08 09:15:00,2021-02-08,CJ2105,9049.7953463904,9036.361706588732,9049.7953463904,9000.538667117617,0,2869.0,16915.0
CJ,2021-02-08 09:20:00,2021-02-08,CJ2105,9031.883826654843,9045.31746645651,9049.7953463904,9031.883826654843,0,518.0,16871.0
CJ,2021-02-08 09:25:00,2021-02-08,CJ2105,9040.839586522621,9018.450186853173,9045.31746645651,9018.450186853173,0,561.0,16797.0
CJ,2021-02-08 09:30:00,2021-02-08,CJ2105,9018.450186853173,9018.450186853173,9031.883826654843,9009.494426985395,0,545.0,16931.0
CJ,2021-02-08 09:35:00,2021-02-08,CJ2105,9018.450186853173,9040.839586522621,9040.839586522621,9005.016547051506,0,869.0,16739.0
CJ,2021-02-08 09:40:00,2021-02-08,CJ2105,9036.361706588732,9036.361706588732,9040.839586522621,9031.883826654843,0,301.0,16759.0
CJ,2021-02-08 09:45:00,2021-02-08,CJ2105,9036.361706588732,9054.273226324289,9067.706866125956,9036.361706588732,0,785.0,16569.0
CJ,2021-02-08 09:50:00,2021-02-08,CJ2105,9058.751106258178,9058.751106258178,9067.706866125956,9054.273226324289,0,225.0,16478.0
CJ,2021-02-08 09:55:00,2021-02-08,CJ2105,9058.751106258178,9058.751106258178,9058.751106258178,9049.7953463904,0,132.0,16488.0
CJ,2021-02-08 10:00:00,2021-02-08,CJ2105,9054.273226324289,9058.751106258178,9067.706866125956,9054.273226324289,0,166.0,16430.0
CJ,2021-02-08 10:05:00,2021-02-08,CJ2105,9063.228986192067,9076.662625993737,9076.662625993737,9063.228986192067,0,248.0,16376.0
