_id,startTime,endTime,instrument,instrument_id,ins_id_ex
65868f78f30b23a817da9f4a,2017-03-10,2017-08-02,C,C1709,c1709
65868f78f30b23a817da9f4b,2017-08-03,2017-12-05,C,C1801,c1801
65868f78f30b23a817da9f4c,2017-12-06,2018-03-15,C,C1805,c1805
65868f78f30b23a817da9f4d,2018-03-16,2018-07-09,C,C1809,c1809
65868f78f30b23a817da9f4e,2018-07-10,2018-11-15,C,C1901,c1901
65868f78f30b23a817da9f4f,2018-11-16,2019-03-26,C,C1905,c1905
65868f78f30b23a817da9f50,2019-03-27,2019-08-01,C,C1909,c1909
65868f78f30b23a817da9f51,2019-08-02,2019-11-28,C,C2001,c2001
65868f78f30b23a817da9f52,2019-11-29,2020-03-11,C,C2005,c2005
65868f78f30b23a817da9f53,2020-03-12,2020-07-24,C,C2009,c2009
65868f78f30b23a817da9f54,2020-07-27,2020-11-23,C,C2101,c2101
65868f78f30b23a817da9f55,2020-11-24,2021-04-09,C,C2105,c2105
65868f78f30b23a817da9f56,2021-04-12,2021-08-12,C,C2109,c2109
65868f78f30b23a817da9f57,2021-08-13,2021-12-02,C,C2201,c2201
65868f78f30b23a817da9f58,2021-12-03,2022-04-06,C,C2205,c2205
65868f78f30b23a817da9f59,2022-04-07,2022-08-09,C,C2209,c2209
65868f78f30b23a817da9f5a,2022-08-10,2022-11-29,C,C2301,c2301
65868f78f30b23a817da9f5b,2022-11-30,2023-02-03,C,C2303,c2303
65868f78f30b23a817da9f5c,2023-02-06,2023-03-22,C,C2305,c2305
65868f78f30b23a817da9f5d,2023-03-23,2023-06-09,C,C2307,c2307
65868f78f30b23a817da9f5e,2023-06-12,2023-08-09,C,C2309,c2309
65868f78f30b23a817da9f5f,2023-08-10,2023-09-20,C,C2311,c2311
65868f78f30b23a817da9f60,2023-09-21,2023-12-12,C,C2401,c2401
65868f78f30b23a817da9f61,2023-12-13,2024-04-17,C,C2405,c2405
65868f78f30b23a817da9f62,2010-01-04,2010-01-12,CF,CF1005,CF005
65868f78f30b23a817da9f63,2010-01-13,2010-04-29,CF,CF1009,CF009
65868f78f30b23a817da9f64,2010-04-30,2010-09-03,CF,CF1101,CF101
65868f78f30b23a817da9f65,2010-09-06,2010-11-25,CF,CF1105,CF105
65868f78f30b23a817da9f66,2010-11-26,2011-06-13,CF,CF1109,CF109
65868f78f30b23a817da9f67,2011-06-14,2011-08-12,CF,CF1201,CF201
65868f78f30b23a817da9f68,2011-08-15,2012-02-08,CF,CF1205,CF205
65868f78f30b23a817da9f69,2012-02-09,2012-06-04,CF,CF1209,CF209
65868f78f30b23a817da9f6a,2012-06-05,2012-11-05,CF,CF1301,CF301
65868f78f30b23a817da9f6b,2012-11-06,2013-01-30,CF,CF1305,CF305
65868f78f30b23a817da9f6c,2013-01-31,2013-06-13,CF,CF1309,CF309
65868f78f30b23a817da9f6d,2013-06-14,2013-10-15,CF,CF1401,CF401
65868f78f30b23a817da9f6e,2013-10-16,2014-03-20,CF,CF1405,CF405
65868f78f30b23a817da9f6f,2014-03-21,2014-11-14,CF,CF1501,CF501
65868f78f30b23a817da9f70,2014-11-17,2015-03-20,CF,CF1505,CF505
65868f78f30b23a817da9f71,2015-03-23,2015-07-02,CF,CF1509,CF509
65868f78f30b23a817da9f72,2015-07-03,2015-10-26,CF,CF1601,CF601
65868f78f30b23a817da9f73,2015-10-27,2016-02-04,CF,CF1605,CF605
65868f78f30b23a817da9f74,2016-02-05,2016-06-20,CF,CF1609,CF609
65868f78f30b23a817da9f75,2016-06-21,2016-11-22,CF,CF1701,CF701
65868f78f30b23a817da9f76,2016-11-23,2017-03-31,CF,CF1705,CF705
65868f78f30b23a817da9f77,2017-04-05,2017-08-02,CF,CF1709,CF709
65868f78f30b23a817da9f78,2017-08-03,2017-11-28,CF,CF1801,CF801
65868f78f30b23a817da9f79,2017-11-29,2018-03-23,CF,CF1805,CF805
65868f78f30b23a817da9f7a,2018-03-26,2018-05-14,CF,CF1809,CF809
65868f78f30b23a817da9f7b,2018-05-15,2018-11-22,CF,CF1901,CF901
65868f78f30b23a817da9f7c,2018-11-23,2019-04-03,CF,CF1905,CF905
65868f78f30b23a817da9f7d,2019-04-04,2019-08-08,CF,CF1909,CF909
65868f78f30b23a817da9f7e,2019-08-09,2019-11-26,CF,CF2001,CF001
65868f78f30b23a817da9f7f,2019-11-27,2020-04-01,CF,CF2005,CF005
65868f78f30b23a817da9f80,2020-04-02,2020-08-07,CF,CF2009,CF009
65868f78f30b23a817da9f81,2020-08-10,2020-12-04,CF,CF2101,CF101
65868f78f30b23a817da9f82,2020-12-07,2021-04-07,CF,CF2105,CF105
65868f78f30b23a817da9f83,2021-04-08,2021-08-05,CF,CF2109,CF109
65868f78f30b23a817da9f84,2021-08-06,2021-12-06,CF,CF2201,CF201
65868f78f30b23a817da9f85,2021-12-07,2022-04-13,CF,CF2205,CF205
65868f78f30b23a817da9f86,2022-04-14,2022-07-28,CF,CF2209,CF209
65868f78f30b23a817da9f87,2022-07-29,2022-11-28,CF,CF2301,CF301
65868f78f30b23a817da9f88,2022-11-29,2023-04-06,CF,CF2305,CF305
65868f78f30b23a817da9f89,2023-04-07,2023-07-21,CF,CF2309,CF309
65868f78f30b23a817da9f8a,2023-07-24,2023-12-01,CF,CF2401,CF401
65868f78f30b23a817da9f8b,2023-12-04,2024-04-10,CF,CF2405,CF405
65868f78f30b23a817da9f8c,2019-04-30,2019-11-07,CJ,CJ1912,CJ912
65868f78f30b23a817da9f8d,2019-11-08,2019-12-02,CJ,CJ2001,CJ001
65868f78f30b23a817da9f8e,2019-12-03,2020-04-03,CJ,CJ2005,CJ005
65868f78f30b23a817da9f8f,2020-04-07,2020-08-14,CJ,CJ2009,CJ009
65868f78f30b23a817da9f90,2020-08-17,2020-12-15,CJ,CJ2101,CJ101
65868f78f30b23a817da9f91,2020-12-16,2021-04-06,CJ,CJ2105,CJ105
65868f78f30b23a817da9f92,2021-04-07,2021-07-23,CJ,CJ2109,CJ109
65868f78f30b23a817da9f93,2021-07-26,2021-11-17,CJ,CJ2201,CJ201
65868f78f30b23a817da9f94,2021-11-18,2022-04-08,CJ,CJ2205,CJ205
65868f78f30b23a817da9f95,2022-04-11,2022-07-19,CJ,CJ2209,CJ209
65868f78f30b23a817da9f96,2022-07-20,2022-12-09,CJ,CJ2301,CJ301
65868f78f30b23a817da9f97,2022-12-12,2023-04-13,CJ,CJ2305,CJ305
65868f78f30b23a817da9f98,2023-04-14,2023-08-01,CJ,CJ2309,CJ309
65868f78f30b23a817da9f99,2023-08-02,2023-11-27,CJ,CJ2401,CJ401
65868f78f30b23a817da9f9a,2023-11-28,2024-04-01,CJ,CJ2405,CJ405
65868f78f30b23a817da9f9b,2014-12-19,2014-12-19,CS,CS1503,cs1503
65868f78f30b23a817da9f9c,2014-12-22,2015-04-03,CS,CS1505,cs1505
65868f78f30b23a817da9f9d,2015-04-07,2015-07-27,CS,CS1509,cs1509
65868f78f30b23a817da9f9e,2015-07-28,2015-10-30,CS,CS1601,cs1601
65868f78f30b23a817da9f9f,2015-11-02,2016-03-18,CS,CS1605,cs1605
65868f78f30b23a817da9fa0,2016-03-21,2016-06-28,CS,CS1609,cs1609
65868f78f30b23a817da9fa1,2016-06-29,2016-11-22,CS,CS1701,cs1701
65868f78f30b23a817da9fa2,2016-11-23,2017-03-22,CS,CS1705,cs1705
65868f78f30b23a817da9fa3,2017-03-23,2017-08-08,CS,CS1709,cs1709
65868f78f30b23a817da9fa4,2017-08-09,2017-12-04,CS,CS1801,cs1801
65868f78f30b23a817da9fa5,2017-12-05,2018-04-02,CS,CS1805,cs1805
65868f78f30b23a817da9fa6,2018-04-03,2018-08-07,CS,CS1809,cs1809
65868f78f30b23a817da9fa7,2018-08-08,2018-12-06,CS,CS1901,cs1901
65868f78f30b23a817da9fa8,2018-12-07,2019-04-15,CS,CS1905,cs1905
65868f78f30b23a817da9fa9,2019-04-16,2019-08-22,CS,CS1909,cs1909
65868f78f30b23a817da9faa,2019-08-23,2019-12-13,CS,CS2001,cs2001
65868f78f30b23a817da9fab,2019-12-16,2020-04-09,CS,CS2005,cs2005
65868f78f30b23a817da9fac,2020-04-10,2020-08-13,CS,CS2009,cs2009
65868f78f30b23a817da9fad,2020-08-14,2020-12-07,CS,CS2101,cs2101
65868f78f30b23a817da9fae,2020-12-08,2021-04-15,CS,CS2105,cs2105
65868f78f30b23a817da9faf,2021-04-16,2021-06-17,CS,CS2107,cs2107
65868f78f30b23a817da9fb0,2021-06-18,2021-08-23,CS,CS2109,cs2109
65868f78f30b23a817da9fb1,2021-08-24,2021-10-25,CS,CS2111,cs2111
65868f78f30b23a817da9fb2,2021-10-26,2021-12-17,CS,CS2201,cs2201
65868f78f30b23a817da9fb3,2021-12-20,2022-02-15,CS,CS2203,cs2203
65868f78f30b23a817da9fb4,2022-02-16,2022-03-21,CS,CS2205,cs2205
65868f78f30b23a817da9fb5,2022-03-22,2022-06-21,CS,CS2207,cs2207
65868f78f30b23a817da9fb6,2022-06-22,2022-08-22,CS,CS2209,cs2209
65868f78f30b23a817da9fb7,2022-08-23,2022-10-20,CS,CS2211,cs2211
65868f78f30b23a817da9fb8,2022-10-21,2022-12-22,CS,CS2301,cs2301
65868f78f30b23a817da9fb9,2022-12-23,2023-02-09,CS,CS2303,cs2303
65868f78f30b23a817da9fba,2023-02-10,2023-03-31,CS,CS2305,cs2305
65868f78f30b23a817da9fbb,2023-04-03,2023-06-12,CS,CS2307,cs2307
65868f78f30b23a817da9fbc,2023-06-13,2023-08-10,CS,CS2309,cs2309
65868f78f30b23a817da9fbd,2023-08-11,2023-10-18,CS,CS2311,cs2311
65868f78f30b23a817da9fbe,2023-10-19,2023-12-18,CS,CS2401,cs2401
65868f78f30b23a817da9fbf,2023-12-19,2024-02-02,CS,CS2403,cs2403
65868f78f30b23a817da9fc0,2010-01-04,2010-01-19,CU,CU1004,cu1004
65868f78f30b23a817da9fc1,2010-01-20,2010-02-24,CU,CU1005,cu1005
65868f78f30b23a817da9fc2,2010-02-25,2010-03-26,CU,CU1006,cu1006
65868f78f30b23a817da9fc3,2010-03-29,2010-04-28,CU,CU1007,cu1007
65868f78f30b23a817da9fc4,2010-04-29,2010-05-27,CU,CU1008,cu1008
65868f78f30b23a817da9fc5,2010-05-28,2010-06-29,CU,CU1009,cu1009
65868f78f30b23a817da9fc6,2010-06-30,2010-07-28,CU,CU1010,cu1010
65868f78f30b23a817da9fc7,2010-07-29,2010-08-24,CU,CU1011,cu1011
65868f78f30b23a817da9fc8,2010-08-25,2010-10-08,CU,CU1012,cu1012
65868f78f30b23a817da9fc9,2010-10-11,2010-10-27,CU,CU1101,cu1101
65868f78f30b23a817da9fca,2010-10-28,2010-11-19,CU,CU1102,cu1102
65868f78f30b23a817da9fcb,2010-11-22,2010-12-31,CU,CU1103,cu1103
65868f78f30b23a817da9fcc,2011-01-04,2011-02-01,CU,CU1104,cu1104
65868f78f30b23a817da9fcd,2011-02-09,2011-03-15,CU,CU1105,cu1105
65868f78f30b23a817da9fce,2011-03-16,2011-04-25,CU,CU1106,cu1106
65868f78f30b23a817da9fcf,2011-04-26,2011-05-24,CU,CU1107,cu1107
65868f78f30b23a817da9fd0,2011-05-25,2011-06-27,CU,CU1108,cu1108
65868f78f30b23a817da9fd1,2011-06-28,2011-07-22,CU,CU1109,cu1109
65868f78f30b23a817da9fd2,2011-07-25,2011-08-16,CU,CU1110,cu1110
65868f78f30b23a817da9fd3,2011-08-17,2011-09-16,CU,CU1111,cu1111
65868f78f30b23a817da9fd4,2011-09-19,2011-10-19,CU,CU1112,cu1112
65868f78f30b23a817da9fd5,2011-10-20,2011-11-17,CU,CU1201,cu1201
65868f78f30b23a817da9fd6,2011-11-18,2011-12-15,CU,CU1202,cu1202
65868f78f30b23a817da9fd7,2011-12-16,2012-01-17,CU,CU1203,cu1203
65868f78f30b23a817da9fd8,2012-01-18,2012-02-10,CU,CU1204,cu1204
65868f78f30b23a817da9fd9,2012-02-13,2012-03-06,CU,CU1205,cu1205
65868f78f30b23a817da9fda,2012-03-07,2012-04-05,CU,CU1206,cu1206
65868f78f30b23a817da9fdb,2012-04-06,2012-04-27,CU,CU1207,cu1207
65868f78f30b23a817da9fdc,2012-05-02,2012-05-17,CU,CU1208,cu1208
65868f78f30b23a817da9fdd,2012-05-18,2012-06-20,CU,CU1209,cu1209
65868f78f30b23a817da9fde,2012-06-21,2012-07-19,CU,CU1210,cu1210
65868f78f30b23a817da9fdf,2012-07-20,2012-08-14,CU,CU1211,cu1211
65868f78f30b23a817da9fe0,2012-08-15,2012-09-17,CU,CU1212,cu1212
65868f78f30b23a817da9fe1,2012-09-18,2012-10-26,CU,CU1301,cu1301
65868f78f30b23a817da9fe2,2012-10-29,2012-11-26,CU,CU1302,cu1302
65868f78f30b23a817da9fe3,2012-11-27,2012-12-25,CU,CU1303,cu1303
65868f78f30b23a817da9fe4,2012-12-26,2013-01-25,CU,CU1304,cu1304
65868f78f30b23a817da9fe5,2013-01-28,2013-02-26,CU,CU1305,cu1305
65868f78f30b23a817da9fe6,2013-02-27,2013-03-18,CU,CU1306,cu1306
65868f78f30b23a817da9fe7,2013-03-19,2013-04-03,CU,CU1307,cu1307
65868f78f30b23a817da9fe8,2013-04-08,2013-05-02,CU,CU1308,cu1308
65868f78f30b23a817da9fe9,2013-05-03,2013-06-06,CU,CU1309,cu1309
65868f78f30b23a817da9fea,2013-06-07,2013-07-08,CU,CU1310,cu1310
65868f78f30b23a817da9feb,2013-07-09,2013-08-16,CU,CU1311,cu1311
65868f78f30b23a817da9fec,2013-08-19,2013-10-09,CU,CU1312,cu1312
65868f78f30b23a817da9fed,2013-10-10,2013-11-18,CU,CU1401,cu1401
65868f78f30b23a817da9fee,2013-11-19,2013-12-20,CU,CU1402,cu1402
65868f78f30b23a817da9fef,2013-12-23,2014-01-15,CU,CU1403,cu1403
65868f78f30b23a817da9ff0,2014-01-16,2014-02-20,CU,CU1404,cu1404
65868f78f30b23a817da9ff1,2014-02-21,2014-03-11,CU,CU1405,cu1405
65868f78f30b23a817da9ff2,2014-03-12,2014-04-02,CU,CU1406,cu1406
65868f78f30b23a817da9ff3,2014-04-03,2014-05-14,CU,CU1407,cu1407
65868f78f30b23a817da9ff4,2014-05-15,2014-06-26,CU,CU1408,cu1408
65868f78f30b23a817da9ff5,2014-06-27,2014-07-31,CU,CU1409,cu1409
65868f78f30b23a817da9ff6,2014-08-01,2014-09-01,CU,CU1410,cu1410
65868f78f30b23a817da9ff7,2014-09-02,2014-09-24,CU,CU1411,cu1411
65868f78f30b23a817da9ff8,2014-09-25,2014-10-17,CU,CU1412,cu1412
65868f78f30b23a817da9ff9,2014-10-20,2014-11-26,CU,CU1501,cu1501
65868f78f30b23a817da9ffa,2014-11-27,2014-12-18,CU,CU1502,cu1502
65868f78f30b23a817da9ffb,2014-12-19,2015-01-23,CU,CU1503,cu1503
65868f78f30b23a817da9ffc,2015-01-26,2015-02-25,CU,CU1504,cu1504
65868f78f30b23a817da9ffd,2015-02-26,2015-03-23,CU,CU1505,cu1505
65868f78f30b23a817da9ffe,2015-03-24,2015-04-27,CU,CU1506,cu1506
65868f78f30b23a817da9fff,2015-04-28,2015-05-26,CU,CU1507,cu1507
65868f78f30b23a817daa000,2015-05-27,2015-06-26,CU,CU1508,cu1508
65868f78f30b23a817daa001,2015-06-29,2015-07-24,CU,CU1509,cu1509
65868f78f30b23a817daa002,2015-07-27,2015-08-27,CU,CU1510,cu1510
65868f78f30b23a817daa003,2015-08-28,2015-09-25,CU,CU1511,cu1511
65868f78f30b23a817daa004,2015-09-28,2015-10-29,CU,CU1512,cu1512
65868f78f30b23a817daa005,2015-10-30,2015-11-26,CU,CU1601,cu1601
65868f78f30b23a817daa006,2015-11-27,2015-12-29,CU,CU1602,cu1602
65868f78f30b23a817daa007,2015-12-30,2016-01-29,CU,CU1603,cu1603
65868f78f30b23a817daa008,2016-02-01,2016-02-29,CU,CU1604,cu1604
65868f78f30b23a817daa009,2016-03-01,2016-03-29,CU,CU1605,cu1605
65868f78f30b23a817daa00a,2016-03-30,2016-04-26,CU,CU1606,cu1606
65868f78f30b23a817daa00b,2016-04-27,2016-05-27,CU,CU1607,cu1607
65868f78f30b23a817daa00c,2016-05-30,2016-06-28,CU,CU1608,cu1608
65868f78f30b23a817daa00d,2016-06-29,2016-08-01,CU,CU1609,cu1609
65868f78f30b23a817daa00e,2016-08-02,2016-09-02,CU,CU1610,cu1610
65868f78f30b23a817daa00f,2016-09-05,2016-09-28,CU,CU1611,cu1611
65868f78f30b23a817daa010,2016-09-29,2016-10-31,CU,CU1612,cu1612
65868f78f30b23a817daa011,2016-11-01,2016-11-28,CU,CU1701,cu1701
65868f78f30b23a817daa012,2016-11-29,2016-12-28,CU,CU1702,cu1702
65868f78f30b23a817daa013,2016-12-29,2017-02-10,CU,CU1703,cu1703
65868f78f30b23a817daa014,2017-02-13,2017-03-09,CU,CU1704,cu1704
65868f78f30b23a817daa015,2017-03-10,2017-04-12,CU,CU1705,cu1705
65868f78f30b23a817daa016,2017-04-13,2017-05-09,CU,CU1706,cu1706
65868f78f30b23a817daa017,2017-05-10,2017-06-01,CU,CU1707,cu1707
65868f78f30b23a817daa018,2017-06-02,2017-07-03,CU,CU1708,cu1708
65868f78f30b23a817daa019,2017-07-04,2017-07-31,CU,CU1709,cu1709
65868f78f30b23a817daa01a,2017-08-01,2017-09-06,CU,CU1710,cu1710
65868f78f30b23a817daa01b,2017-09-07,2017-09-29,CU,CU1711,cu1711
65868f78f30b23a817daa01c,2017-10-09,2017-11-07,CU,CU1712,cu1712
65868f78f30b23a817daa01d,2017-11-08,2017-12-05,CU,CU1801,cu1801
65868f78f30b23a817daa01e,2017-12-06,2017-12-28,CU,CU1802,cu1802
65868f78f30b23a817daa01f,2017-12-29,2018-02-05,CU,CU1803,cu1803
65868f78f30b23a817daa020,2018-02-06,2018-03-01,CU,CU1804,cu1804
65868f78f30b23a817daa021,2018-03-02,2018-04-13,CU,CU1805,cu1805
65868f78f30b23a817daa022,2018-04-16,2018-05-09,CU,CU1806,cu1806
65868f78f30b23a817daa023,2018-05-10,2018-06-06,CU,CU1807,cu1807
65868f78f30b23a817daa024,2018-06-07,2018-07-09,CU,CU1808,cu1808
65868f78f30b23a817daa025,2018-07-10,2018-08-09,CU,CU1809,cu1809
65868f78f30b23a817daa026,2018-08-10,2018-09-05,CU,CU1810,cu1810
65868f78f30b23a817daa027,2018-09-06,2018-10-22,CU,CU1811,cu1811
65868f78f30b23a817daa028,2018-10-23,2018-11-06,CU,CU1812,cu1812
65868f78f30b23a817daa029,2018-11-07,2018-11-30,CU,CU1901,cu1901
65868f78f30b23a817daa02a,2018-12-03,2019-01-02,CU,CU1902,cu1902
65868f78f30b23a817daa02b,2019-01-03,2019-02-15,CU,CU1903,cu1903
65868f78f30b23a817daa02c,2019-02-18,2019-03-05,CU,CU1904,cu1904
65868f78f30b23a817daa02d,2019-03-06,2019-04-18,CU,CU1905,cu1905
65868f78f30b23a817daa02e,2019-04-19,2019-05-10,CU,CU1906,cu1906
65868f78f30b23a817daa02f,2019-05-13,2019-06-11,CU,CU1907,cu1907
65868f78f30b23a817daa030,2019-06-12,2019-07-09,CU,CU1908,cu1908
65868f78f30b23a817daa031,2019-07-10,2019-08-09,CU,CU1909,cu1909
65868f78f30b23a817daa032,2019-08-12,2019-09-09,CU,CU1910,cu1910
65868f78f30b23a817daa033,2019-09-10,2019-10-11,CU,CU1911,cu1911
65868f78f30b23a817daa034,2019-10-14,2019-11-13,CU,CU1912,cu1912
65868f78f30b23a817daa035,2019-11-14,2019-12-09,CU,CU2001,cu2001
65868f78f30b23a817daa036,2019-12-10,2020-01-06,CU,CU2002,cu2002
65868f78f30b23a817daa037,2020-01-07,2020-02-19,CU,CU2003,cu2003
65868f78f30b23a817daa038,2020-02-20,2020-03-23,CU,CU2004,cu2004
65868f78f30b23a817daa039,2020-03-24,2020-04-14,CU,CU2005,cu2005
65868f78f30b23a817daa03a,2020-04-15,2020-05-20,CU,CU2006,cu2006
65868f78f30b23a817daa03b,2020-05-21,2020-06-19,CU,CU2007,cu2007
65868f78f30b23a817daa03c,2020-06-22,2020-07-16,CU,CU2008,cu2008
65868f78f30b23a817daa03d,2020-07-17,2020-08-19,CU,CU2009,cu2009
65868f78f30b23a817daa03e,2020-08-20,2020-09-22,CU,CU2010,cu2010
65868f78f30b23a817daa03f,2020-09-23,2020-10-21,CU,CU2011,cu2011
65868f78f30b23a817daa040,2020-10-22,2020-11-17,CU,CU2012,cu2012
65868f78f30b23a817daa041,2020-11-18,2020-12-16,CU,CU2101,cu2101
65868f78f30b23a817daa042,2020-12-17,2021-01-08,CU,CU2102,cu2102
65868f78f30b23a817daa043,2021-01-11,2021-02-10,CU,CU2103,cu2103
65868f78f30b23a817daa044,2021-02-18,2021-03-05,CU,CU2104,cu2104
65868f78f30b23a817daa045,2021-03-08,2021-04-09,CU,CU2105,cu2105
65868f78f30b23a817daa046,2021-04-12,2021-05-20,CU,CU2106,cu2106
65868f78f30b23a817daa047,2021-05-21,2021-06-21,CU,CU2107,cu2107
65868f78f30b23a817daa048,2021-06-22,2021-07-22,CU,CU2108,cu2108
65868f78f30b23a817daa049,2021-07-23,2021-08-20,CU,CU2109,cu2109
65868f78f30b23a817daa04a,2021-08-23,2021-09-24,CU,CU2110,cu2110
65868f78f30b23a817daa04b,2021-09-27,2021-10-21,CU,CU2111,cu2111
65868f78f30b23a817daa04c,2021-10-22,2021-11-18,CU,CU2112,cu2112
65868f78f30b23a817daa04d,2021-11-19,2021-12-17,CU,CU2201,cu2201
65868f78f30b23a817daa04e,2021-12-20,2022-01-13,CU,CU2202,cu2202
65868f78f30b23a817daa04f,2022-01-14,2022-02-21,CU,CU2203,cu2203
65868f78f30b23a817daa050,2022-02-22,2022-03-18,CU,CU2204,cu2204
65868f78f30b23a817daa051,2022-03-21,2022-04-22,CU,CU2205,cu2205
65868f78f30b23a817daa052,2022-04-25,2022-05-24,CU,CU2206,cu2206
65868f78f30b23a817daa053,2022-05-25,2022-06-22,CU,CU2207,cu2207
65868f78f30b23a817daa054,2022-06-23,2022-07-22,CU,CU2208,cu2208
65868f78f30b23a817daa055,2022-07-25,2022-08-25,CU,CU2209,cu2209
65868f78f30b23a817daa056,2022-08-26,2022-09-26,CU,CU2210,cu2210
65868f78f30b23a817daa057,2022-09-27,2022-10-20,CU,CU2211,cu2211
65868f78f30b23a817daa058,2022-10-21,2022-11-23,CU,CU2212,cu2212
65868f78f30b23a817daa059,2022-11-24,2022-12-22,CU,CU2301,cu2301
65868f78f30b23a817daa05a,2022-12-23,2023-02-21,CU,CU2303,cu2303
65868f78f30b23a817daa05b,2023-02-22,2023-03-17,CU,CU2304,cu2304
65868f78f30b23a817daa05c,2023-03-20,2023-04-21,CU,CU2305,cu2305
65868f78f30b23a817daa05d,2023-04-24,2023-05-19,CU,CU2306,cu2306
65868f78f30b23a817daa05e,2023-05-22,2023-06-26,CU,CU2307,cu2307
65868f78f30b23a817daa05f,2023-06-27,2023-07-25,CU,CU2308,cu2308
65868f78f30b23a817daa060,2023-07-26,2023-08-24,CU,CU2309,cu2309
65868f78f30b23a817daa061,2023-08-25,2023-09-22,CU,CU2310,cu2310
65868f78f30b23a817daa062,2023-09-25,2023-10-20,CU,CU2311,cu2311
65868f78f30b23a817daa063,2023-10-23,2023-11-21,CU,CU2312,cu2312
65868f78f30b23a817daa064,2023-11-22,2023-12-21,CU,CU2401,cu2401
65868f78f30b23a817daa065,2023-12-22,2024-01-11,CU,CU2402,cu2402
65868f78f30b23a817daa066,2019-09-26,2019-09-26,EB,EB2004,eb2004
65868f78f30b23a817daa067,2019-09-27,2020-04-03,EB,EB2005,eb2005
65868f78f30b23a817daa068,2020-04-07,2020-08-20,EB,EB2009,eb2009
65868f78f30b23a817daa069,2020-08-21,2020-12-23,EB,EB2101,eb2101
65868f78f30b23a817daa06a,2020-12-24,2021-01-26,EB,EB2102,eb2102
65868f78f30b23a817daa06b,2021-01-27,2021-02-24,EB,EB2103,eb2103
65868f78f30b23a817daa06c,2021-02-25,2021-04-23,EB,EB2105,eb2105
65868f78f30b23a817daa06d,2021-04-26,2021-05-21,EB,EB2106,eb2106
65868f78f30b23a817daa06e,2021-05-24,2021-06-16,EB,EB2107,eb2107
65868f78f30b23a817daa06f,2021-06-17,2021-07-14,EB,EB2108,eb2108
65868f78f30b23a817daa070,2021-07-15,2021-08-10,EB,EB2109,eb2109
65868f78f30b23a817daa071,2021-08-11,2021-09-22,EB,EB2110,eb2110
65868f78f30b23a817daa072,2021-09-23,2021-10-18,EB,EB2111,eb2111
65868f78f30b23a817daa073,2021-10-19,2021-11-16,EB,EB2112,eb2112
65868f78f30b23a817daa074,2021-11-17,2021-12-13,EB,EB2201,eb2201
65868f78f30b23a817daa075,2021-12-14,2022-01-20,EB,EB2202,eb2202
65868f78f30b23a817daa076,2022-01-21,2022-02-22,EB,EB2203,eb2203
65868f78f30b23a817daa077,2022-02-23,2022-03-16,EB,EB2204,eb2204
65868f78f30b23a817daa078,2022-03-17,2022-04-20,EB,EB2205,eb2205
65868f78f30b23a817daa079,2022-04-21,2022-05-23,EB,EB2206,eb2206
65868f78f30b23a817daa07a,2022-05-24,2022-06-20,EB,EB2207,eb2207
65868f78f30b23a817daa07b,2022-06-21,2022-07-18,EB,EB2208,eb2208
65868f78f30b23a817daa07c,2022-07-19,2022-08-19,EB,EB2209,eb2209
65868f78f30b23a817daa07d,2022-08-22,2022-09-22,EB,EB2210,eb2210
65868f78f30b23a817daa07e,2022-09-23,2022-10-25,EB,EB2211,eb2211
65868f78f30b23a817daa07f,2022-10-26,2022-11-21,EB,EB2212,eb2212
65868f78f30b23a817daa080,2022-11-22,2022-12-19,EB,EB2301,eb2301
65868f78f30b23a817daa081,2022-12-20,2023-01-16,EB,EB2302,eb2302
65868f78f30b23a817daa082,2023-01-17,2023-02-20,EB,EB2303,eb2303
65868f78f30b23a817daa083,2023-02-21,2023-03-17,EB,EB2304,eb2304
65868f78f30b23a817daa084,2023-03-20,2023-04-18,EB,EB2305,eb2305
65868f78f30b23a817daa085,2023-04-19,2023-05-17,EB,EB2306,eb2306
65868f78f30b23a817daa086,2023-05-18,2023-06-12,EB,EB2307,eb2307
65868f78f30b23a817daa087,2023-06-13,2023-07-12,EB,EB2308,eb2308
65868f78f30b23a817daa088,2023-07-13,2023-08-17,EB,EB2309,eb2309
65868f78f30b23a817daa089,2023-08-18,2023-09-19,EB,EB2310,eb2310
65868f78f30b23a817daa08a,2023-09-20,2023-10-19,EB,EB2311,eb2311
65868f78f30b23a817daa08b,2023-10-20,2023-11-17,EB,EB2312,eb2312
65868f78f30b23a817daa08c,2023-11-20,2023-12-13,EB,EB2401,eb2401
65868f78f30b23a817daa08d,2023-12-14,2024-01-15,EB,EB2402,eb2402
65868f78f30b23a817daa08e,2018-12-10,2019-04-30,EG,EG1906,eg1906
65868f78f30b23a817daa08f,2019-05-06,2019-08-02,EG,EG1909,eg1909
65868f78f30b23a817daa090,2019-08-05,2019-12-05,EG,EG2001,eg2001
65868f78f30b23a817daa091,2019-12-06,2020-04-03,EG,EG2005,eg2005
65868f78f30b23a817daa092,2020-04-07,2020-08-13,EG,EG2009,eg2009
65868f78f30b23a817daa093,2020-08-14,2020-12-04,EG,EG2101,eg2101
65868f78f30b23a817daa094,2020-12-07,2021-03-26,EG,EG2105,eg2105
65868f78f30b23a817daa095,2021-03-29,2021-08-17,EG,EG2109,eg2109
65868f78f30b23a817daa096,2021-08-18,2021-12-14,EG,EG2201,eg2201
65868f78f30b23a817daa097,2021-12-15,2022-04-22,EG,EG2205,eg2205
